user_id,x_m,y_m,z_m,demand
1,747,755,0,1
2,758,622,0,1.25
3,639,363,0,1.5
4,834,739,0,1.75
5,178,281,0,2
6,683,590,11,1
7,747,693,0,1.25
8,678,626,9,1.5
9,454,408,0,1.75
10,886,742,0,2
11,229,294,0,1
12,763,806,0,1.25
13,849,863,0,1.5
14,734,686,15,1.75
15,736,368,0,2
16,682,612,8,1
17,135,390,0,1.25
18,688,750,14,1.5
19,881,655,0,1.75
20,225,313,0,2
21,701,669,10,1
22,552,565,11,1.25
23,723,416,0,1.5
24,17,409,0,1.75
25,172,340,0,2
26,308,328,0,1
27,577,447,0,1.25
28,750,671,8,1.5
29,794,662,0,1.75
30,781,588,0,2
31,659,233,0,1
32,900,667,0,1.25
33,621,434,0,1.5
34,753,698,13,1.75
35,576,476,0,2
36,936,726,0,1
37,840,728,13,1.25
38,693,481,0,1.5
39,869,707,0,1.75
40,921,617,0,2
41,168,977,0,1
42,587,527,24,1.25
43,444,300,0,1.5
44,519,217,12,1.75
45,874,554,6,2
46,293,270,6,1
47,905,401,18,1.25
48,890,606,0,1.5
49,494,457,0,1.75
50,756,121,24,2
