user_id,x_m,y_m,z_m,demand
1,454,762,11,1
2,416,815,9,1.25
3,179,166,58,1.5
4,495,754,8,1.75
5,760,511,22,2
6,241,230,62,1
7,868,409,122,1.25
8,834,601,27,1.5
9,245,172,0,1.75
10,379,829,12,2
11,233,231,0,1
12,111,316,59,1.25
13,343,754,13,1.5
14,841,488,26,1.75
15,883,582,23,2
16,800,354,122,1
17,942,674,23,1.25
18,164,202,62,1.5
19,159,288,59,1.75
20,478,858,12,2
21,646,517,122,1
22,287,312,60,1.25
23,690,299,120,1.5
24,806,610,23,1.75
25,330,283,56,2
26,725,313,124,1
27,92,264,62,1.25
28,764,333,118,1.5
29,436,815,17,1.75
30,608,324,122,2
31,304,282,61,1
32,385,779,11,1.25
33,789,595,23,1.5
34,173,251,0,1.75
35,649,431,120,2
36,647,394,115,1
37,382,725,11,1.25
38,297,172,0,1.5
39,750,658,19,1.75
40,764,926,18,2
41,590,731,0,1
42,773,7,0,1.25
43,701,224,24,1.5
44,314,399,6,1.75
45,925,641,0,2
46,327,631,0,1
47,333,238,0,1.25
48,514,429,24,1.5
49,349,132,6,1.75
50,30,380,0,2
