user_id,x_m,y_m,z_m,demand
1,400,486,122,1
2,261,272,0,1.25
3,227,518,119,1.5
4,466,846,91,1.75
5,551,767,90,2
6,234,476,120,1
7,303,342,0,1.25
8,709,308,27,1.5
9,317,616,119,1.75
10,698,554,24,2
11,567,836,88,1
12,486,278,25,1.25
13,608,824,93,1.5
14,303,198,0,1.75
15,583,373,32,2
16,595,335,25,1
17,609,832,93,1.25
18,688,426,22,1.5
19,340,606,122,1.75
20,239,516,124,2
21,944,413,25,1
22,661,270,23,1.25
23,514,779,89,1.5
24,235,605,119,1.75
25,310,670,121,2
26,913,433,21,1
27,610,328,22,1.25
28,509,599,117,1.5
29,593,239,24,1.75
30,694,354,22,2
31,661,774,90,1
32,542,690,92,1.25
33,581,659,95,1.5
34,296,531,121,1.75
35,580,346,23,2
36,665,549,23,1
37,906,604,22,1.25
38,363,333,0,1.5
39,765,544,24,1.75
40,612,646,90,2
41,543,772,93,1
42,908,560,26,1.25
43,280,219,0,1.5
44,437,395,119,1.75
45,188,204,0,2
46,519,837,91,1
47,316,731,119,1.25
48,379,579,120,1.5
49,716,417,24,1.75
50,464,522,121,2
51,274,602,115,1
52,633,143,19,1.25
53,296,571,119,1.5
54,586,645,95,1.75
55,954,529,27,2
56,856,553,28,1
57,466,929,93,1.25
58,815,495,24,1.5
59,614,436,27,1.75
60,567,740,87,2
61,337,523,121,1
62,656,784,95,1.25
63,252,524,118,1.5
64,909,510,26,1.75
65,266,570,118,2
66,259,225,0,1
67,590,476,29,1.25
68,385,624,116,1.5
69,521,368,28,1.75
70,575,394,24,2
71,154,190,0,1
72,298,479,114,1.25
73,243,542,121,1.5
74,166,273,0,1.75
75,299,751,117,2
76,693,333,26,1
77,701,822,90,1.25
78,470,860,91,1.5
79,584,391,26,1.75
80,315,655,120,2
81,228,279,0,1
82,324,674,123,1.25
83,338,562,121,1.5
84,151,256,0,1.75
85,650,344,24,2
86,598,208,21,1
87,237,226,0,1.25
88,253,159,0,1.5
89,8,244,0,1.75
90,815,617,26,2
91,358,562,123,1
92,498,750,91,1.25
93,250,545,116,1.5
94,572,872,91,1.75
95,815,411,25,2
96,600,857,92,1
97,608,322,24,1.25
98,451,763,88,1.5
99,899,443,23,1.75
100,283,518,117,2
101,914,426,20,1
102,345,529,120,1.25
103,216,224,0,1.5
104,840,452,27,1.75
105,583,597,88,2
106,222,167,0,1
107,317,269,0,1.25
108,672,234,23,1.5
109,610,303,22,1.75
110,206,248,0,2
111,161,295,0,1
112,215,504,121,1.25
113,942,482,24,1.5
114,300,599,117,1.75
115,666,237,18,2
116,257,300,0,1
117,455,624,121,1.25
118,647,723,90,1.5
119,572,762,90,1.75
120,657,824,88,2
121,924,514,20,1
122,549,662,93,1.25
123,372,560,116,1.5
124,742,438,21,1.75
125,707,355,25,2
126,843,506,26,1
127,484,319,20,1.25
128,852,454,26,1.5
129,556,273,24,1.75
130,567,345,20,2
131,534,711,90,1
132,203,24,0,1.25
133,164,134,0,1.5
134,844,468,22,1.75
135,667,811,86,2
136,594,928,91,1
137,817,413,15,1.25
138,254,624,121,1.5
139,519,331,25,1.75
140,528,755,85,2
141,692,873,92,1
142,906,358,24,1.25
143,496,711,89,1.5
144,503,831,90,1.75
145,827,467,24,2
146,233,444,0,1
147,638,250,23,1.25
148,740,393,22,1.5
149,849,408,26,1.75
150,839,421,26,2
151,1000,402,24,1
152,853,510,22,1.25
153,269,465,121,1.5
154,897,522,25,1.75
155,312,570,120,2
156,311,639,121,1
157,400,470,117,1.25
158,260,590,123,1.5
159,508,722,87,1.75
160,431,629,123,2
161,597,388,18,1
162,631,731,93,1.25
163,314,275,0,1.5
164,243,90,0,1.75
165,111,400,0,2
166,533,191,24,1
167,263,484,126,1.25
168,589,659,89,1.5
169,477,192,21,1.75
170,605,263,27,2
171,722,293,22,1
172,859,425,22,1.25
173,250,532,124,1.5
174,234,279,0,1.75
175,440,590,114,2
176,554,497,24,1
177,150,200,0,1.25
178,391,554,118,1.5
179,748,391,26,1.75
180,911,397,25,2
181,656,397,28,1
182,217,263,0,1.25
183,816,455,22,1.5
184,42,270,0,1.75
185,214,230,0,2
186,252,0,0,1
187,266,254,0,1.25
188,313,556,119,1.5
189,305,202,0,1.75
190,675,281,25,2
191,95,183,0,1
192,709,490,27,1.25
193,491,310,23,1.5
194,891,429,24,1.75
195,602,840,90,2
196,341,656,115,1
