user_id,x_m,y_m,z_m,demand
1,791,161,60,1
2,686,891,0,1.25
3,367,726,120,1.5
4,765,128,60,1.75
5,733,302,60,2
6,609,812,0,1
7,574,891,0,1.25
8,746,125,62,1.5
9,689,285,58,1.75
10,562,840,0,2
11,844,309,64,1
12,810,82,62,1.25
13,503,736,0,1.5
14,607,890,0,1.75
15,395,665,118,2
16,466,721,117,1
17,505,731,0,1.25
18,654,1000,0,1.5
19,567,890,0,1.75
20,396,718,114,2
21,612,871,0,1
22,514,876,0,1.25
23,362,698,116,1.5
24,357,738,119,1.75
25,808,267,55,2
26,320,703,120,1
27,895,274,61,1.25
28,333,716,118,1.5
29,822,204,58,1.75
30,769,181,62,2
31,586,682,0,1
32,496,981,0,1.25
33,744,139,58,1.5
34,632,914,0,1.75
35,765,128,65,2
36,497,916,0,1
37,333,683,121,1.25
38,614,824,0,1.5
39,449,604,121,1.75
40,599,790,118,2
41,689,151,67,1
42,666,910,0,1.25
43,544,868,0,1.5
44,617,731,0,1.75
45,374,661,122,2
46,692,306,60,1
47,713,205,58,1.25
48,420,587,122,1.5
49,451,737,119,1.75
50,404,936,0,2
51,526,911,0,1
52,731,970,0,1.25
53,720,242,56,1.5
54,791,344,62,1.75
55,792,249,58,2
56,501,913,0,1
57,752,136,58,1.25
58,408,675,115,1.5
59,795,277,60,1.75
60,574,848,0,2
61,381,729,121,1
62,511,805,0,1.25
63,415,689,118,1.5
64,710,320,64,1.75
65,814,298,57,2
66,594,850,0,1
67,600,981,0,1.25
68,321,705,120,1.5
69,287,712,119,1.75
70,508,558,122,2
71,441,691,124,1
72,437,786,121,1.25
73,728,276,56,1.5
74,695,854,0,1.75
75,444,711,119,2
76,605,878,0,1
77,372,527,118,1.25
78,375,750,118,1.5
79,689,256,58,1.75
80,262,709,114,2
81,475,934,0,1
82,442,633,123,1.25
83,561,887,0,1.5
84,365,755,120,1.75
85,556,898,0,2
86,345,767,124,1
87,564,811,0,1.25
88,806,160,63,1.5
89,410,807,0,1.75
90,883,234,62,2
91,409,684,119,1
92,519,1000,0,1.25
93,808,302,63,1.5
94,810,382,59,1.75
95,353,811,120,2
96,428,667,117,1
97,661,313,61,1.25
98,737,49,63,1.5
99,387,658,117,1.75
100,499,611,119,2
101,719,279,63,1
102,696,220,57,1.25
103,415,636,125,1.5
104,644,925,0,1.75
105,486,766,118,2
106,744,676,0,1
107,762,281,60,1.25
108,461,637,121,1.5
109,495,878,0,1.75
110,787,203,60,2
111,742,161,62,1
112,573,869,0,1.25
113,535,907,0,1.5
114,384,671,122,1.75
115,819,275,62,2
116,552,838,0,1
117,785,181,65,1.25
118,799,212,65,1.5
119,473,928,0,1.75
120,394,557,119,2
121,549,870,0,1
122,524,886,113,1.25
123,479,926,0,1.5
124,673,210,58,1.75
125,788,243,60,2
126,446,915,0,1
127,781,317,67,1.25
128,664,765,0,1.5
129,455,935,0,1.75
130,575,856,0,2
131,319,688,118,1
132,313,496,120,1.25
133,747,157,60,1.5
134,729,186,64,1.75
135,421,733,0,2
136,700,246,62,1
137,634,185,56,1.25
138,551,596,117,1.5
139,800,372,61,1.75
140,467,708,124,2
141,704,797,0,1
142,660,850,0,1.25
143,564,1000,0,1.5
144,462,769,124,1.75
145,779,272,63,2
146,733,67,63,1
147,677,866,0,1.25
148,815,117,61,1.5
149,321,614,125,1.75
150,637,924,0,2
151,563,929,0,1
152,393,779,117,1.25
153,381,711,117,1.5
154,770,140,63,1.75
155,381,647,121,2
156,248,836,124,1
157,869,140,18,1.25
158,674,811,0,1.5
159,13,465,6,1.75
160,845,434,24,2
161,540,560,24,1
162,525,298,0,1.25
163,396,944,0,1.5
164,485,244,0,1.75
165,553,906,0,2
166,38,284,18,1
167,363,838,18,1.25
168,515,485,0,1.5
169,16,201,6,1.75
170,660,175,0,2
171,673,625,18,1
172,576,517,0,1.25
173,6,401,0,1.5
174,414,552,18,1.75
175,840,385,24,2
176,489,121,24,1
177,993,974,0,1.25
178,597,482,12,1.5
179,142,25,0,1.75
180,729,509,0,2
181,892,736,18,1
182,804,812,12,1.25
183,471,976,0,1.5
184,905,33,24,1.75
185,598,949,0,2
186,981,676,0,1
187,274,527,0,1.25
188,630,667,0,1.5
189,77,75,0,1.75
190,188,435,6,2
191,344,276,24,1
192,139,522,18,1.25
193,39,36,12,1.5
194,276,18,0,1.75
195,516,87,24,2
196,298,999,6,1
197,310,160,0,1.25
198,975,456,24,1.5
199,16,262,0,1.75
200,569,726,18,2
