user_id,x_m,y_m,z_m,demand
1,421,764,121,1
2,516,837,0,1.25
3,57,531,86,1.5
4,183,550,87,1.75
5,354,728,114,2
6,195,736,63,1
7,97,777,52,1.25
8,244,904,61,1.5
9,535,731,0,1.75
10,206,720,59,2
11,235,834,61,1
12,156,722,56,1.25
13,480,716,0,1.5
14,418,657,123,1.75
15,418,680,0,2
16,288,725,122,1
17,462,854,0,1.25
18,353,807,117,1.5
19,131,538,89,1.75
20,523,821,0,2
21,482,803,121,1
22,200,621,90,1.25
23,285,615,56,1.5
24,119,516,87,1.75
25,211,468,83,2
26,427,660,121,1
27,438,808,0,1.25
28,223,906,57,1.5
29,156,881,59,1.75
30,236,527,87,2
31,375,715,0,1
32,382,644,121,1.25
33,336,679,119,1.5
34,472,667,0,1.75
35,475,846,0,2
36,103,593,91,1
37,287,782,0,1.25
38,256,533,94,1.5
39,311,742,120,1.75
40,349,705,0,2
41,388,746,0,1
42,385,713,123,1.25
43,186,506,86,1.5
44,186,482,90,1.75
45,537,701,121,2
46,334,627,0,1
47,143,488,91,1.25
48,307,819,63,1.5
49,381,726,123,1.75
50,569,768,122,2
51,360,806,0,1
52,0,598,95,1.25
53,369,762,121,1.5
54,198,714,55,1.75
55,242,567,94,2
56,503,670,123,1
57,335,817,0,1.25
58,94,588,91,1.5
59,328,587,89,1.75
60,346,785,0,2
61,436,800,0,1
62,41,508,90,1.25
63,342,775,120,1.5
64,411,877,120,1.75
65,454,678,117,2
66,401,810,118,1
67,399,671,123,1.25
68,204,875,60,1.5
69,279,874,117,1.75
70,239,886,65,2
71,271,680,123,1
72,72,821,59,1.25
73,411,673,0,1.5
74,217,761,120,1.75
75,299,795,0,2
76,380,730,58,1
77,162,866,60,1.25
78,473,669,0,1.5
79,579,7,12,1.75
80,771,157,12,2
81,551,611,24,1
82,39,634,0,1.25
83,995,462,12,1.5
84,184,270,0,1.75
85,246,210,24,2
86,503,186,24,1
87,740,144,12,1.25
88,297,451,0,1.5
89,987,883,0,1.75
90,778,885,18,2
91,843,151,24,1
92,691,46,0,1.25
93,785,361,24,1.5
94,246,810,0,1.75
95,411,169,12,2
96,655,840,0,1
97,663,76,18,1.25
98,661,31,0,1.5
99,992,254,0,1.75
100,817,52,18,2
