user_id,x_m,y_m,z_m,demand
1,405,305,0,1
2,340,173,0,1.25
3,823,625,37,1.5
4,278,872,120,1.75
5,265,832,120,2
6,564,276,0,1
7,526,469,118,1.25
8,782,527,32,1.5
9,683,561,32,1.75
10,583,540,118,2
11,745,248,0,1
12,527,532,123,1.25
13,475,309,0,1.5
14,645,404,0,1.75
15,203,805,115,2
16,773,569,32,1
17,828,377,42,1.25
18,849,584,32,1.5
19,267,840,118,1.75
20,638,429,116,2
21,694,360,0,1
22,558,652,121,1.25
23,555,393,124,1.5
24,510,425,121,1.75
25,644,241,0,2
26,209,879,119,1
27,444,508,116,1.25
28,576,527,116,1.5
29,703,515,33,1.75
30,560,414,122,2
31,596,198,0,1
32,505,490,125,1.25
33,648,276,0,1.5
34,246,741,118,1.75
35,893,543,39,2
36,450,264,0,1
37,817,465,38,1.25
38,607,169,0,1.5
39,539,197,0,1.75
40,234,884,121,2
41,158,851,121,1
42,989,462,35,1.25
43,737,322,0,1.5
44,533,162,0,1.75
45,583,281,0,2
46,569,495,123,1
47,507,264,0,1.25
48,774,462,40,1.5
49,570,260,0,1.75
50,489,276,0,2
51,445,163,0,1
52,216,784,121,1.25
53,624,696,40,1.5
54,932,615,35,1.75
55,769,312,0,2
56,510,391,124,1
57,614,483,118,1.25
58,715,188,0,1.5
59,481,218,0,1.75
60,544,317,0,2
61,737,599,42,1
62,318,877,116,1.25
63,775,498,41,1.5
64,535,235,0,1.75
65,291,724,121,2
66,536,371,117,1
67,551,528,122,1.25
68,287,806,119,1.5
69,332,767,121,1.75
70,510,555,120,2
71,284,361,0,1
72,449,443,119,1.25
73,355,286,0,1.5
74,234,715,122,1.75
75,827,561,38,2
76,338,714,122,1
77,639,285,0,1.25
78,440,372,0,1.5
79,135,897,124,1.75
80,444,514,122,2
81,553,265,0,1
82,534,283,0,1.25
83,666,253,0,1.5
84,623,284,0,1.75
85,519,582,125,2
86,718,321,0,1
87,625,427,119,1.25
88,926,682,41,1.5
89,715,248,0,1.75
90,142,852,119,2
91,176,854,119,1
92,637,209,0,1.25
93,809,614,34,1.5
94,556,591,123,1.75
95,291,799,116,2
96,386,874,124,1
97,531,192,0,1.25
98,742,390,0,1.5
99,886,557,35,1.75
100,600,288,0,2
101,586,333,0,1
102,161,987,114,1.25
103,868,488,32,1.5
104,586,503,114,1.75
105,477,434,121,2
106,579,315,0,1
107,624,324,0,1.25
108,754,470,42,1.5
109,343,465,119,1.75
110,801,588,35,2
111,659,408,0,1
112,201,800,118,1.25
113,178,855,124,1.5
114,759,538,34,1.75
115,476,427,0,2
116,450,146,0,1
117,626,174,0,1.25
118,330,923,122,1.5
119,560,542,124,1.75
120,974,464,34,2
121,222,838,123,1
122,656,485,116,1.25
123,691,261,0,1.5
124,454,261,0,1.75
125,645,208,0,2
126,618,265,0,1
127,281,884,125,1.25
128,568,400,120,1.5
129,530,213,0,1.75
130,839,619,34,2
131,654,287,0,1
132,455,226,0,1.25
133,778,461,38,1.5
134,331,873,126,1.75
135,492,587,122,2
136,689,99,0,1
137,657,240,0,1.25
138,503,309,0,1.5
139,828,451,35,1.75
140,221,768,120,2
141,233,818,116,1
142,360,925,117,1.25
143,842,152,0,1.5
144,511,482,122,1.75
145,868,613,38,2
146,547,532,122,1
147,700,249,0,1.25
148,705,280,0,1.5
149,561,227,0,1.75
150,520,176,0,2
151,892,604,37,1
152,402,370,0,1.25
153,643,256,123,1.5
154,498,524,124,1.75
155,479,305,0,2
156,173,755,121,1
157,614,943,24,1.25
158,124,163,0,1.5
159,557,629,24,1.75
160,89,197,12,2
161,40,664,0,1
162,559,322,12,1.25
163,676,251,6,1.5
164,30,894,24,1.75
165,294,177,0,2
166,517,375,6,1
167,196,687,24,1.25
168,624,806,0,1.5
169,17,35,0,1.75
170,570,262,0,2
171,120,354,12,1
172,597,414,6,1.25
173,40,24,0,1.5
174,850,730,18,1.75
175,316,584,0,2
176,916,830,24,1
177,810,40,0,1.25
178,519,893,6,1.5
179,732,417,24,1.75
180,105,541,0,2
181,312,106,24,1
182,408,910,6,1.25
183,355,697,18,1.5
184,757,476,0,1.75
185,359,346,24,2
186,134,308,0,1
187,966,101,0,1.25
188,399,760,0,1.5
189,870,601,6,1.75
190,119,865,24,2
191,638,936,6,1
192,799,539,12,1.25
193,814,908,12,1.5
194,509,561,0,1.75
195,224,53,6,2
196,903,160,6,1
197,552,599,0,1.25
198,635,139,6,1.5
199,83,912,0,1.75
200,767,537,0,2
