user_id,x_m,y_m,z_m,demand
1,392,363,11,1
2,693,219,89,1.25
3,704,268,124,1.5
4,794,695,59,1.75
5,761,344,0,2
6,860,523,12,1
7,809,624,67,1.25
8,528,172,91,1.5
9,544,104,83,1.75
10,718,638,56,2
11,449,178,15,1
12,808,199,121,1.25
13,527,152,95,1.5
14,476,309,14,1.75
15,759,608,9,2
16,788,268,0,1
17,642,146,91,1.25
18,727,220,0,1.5
19,734,627,56,1.75
20,781,318,127,2
21,645,411,12,1
22,768,318,0,1.25
23,683,95,93,1.5
24,781,223,121,1.75
25,794,249,0,2
26,533,229,91,1
27,812,543,60,1.25
28,629,127,91,1.5
29,448,439,11,1.75
30,785,420,119,2
31,829,461,9,1
32,820,535,62,1.25
33,573,210,87,1.5
34,653,259,90,1.75
35,758,471,14,2
36,811,419,0,1
37,896,533,15,1.25
38,620,155,86,1.5
39,518,68,15,1.75
40,646,550,12,2
41,701,399,120,1
42,843,317,121,1.25
43,475,281,17,1.5
44,653,174,91,1.75
45,923,615,59,2
46,578,122,91,1
47,562,90,88,1.25
48,691,206,0,1.5
49,699,587,14,1.75
50,687,92,88,2
51,650,147,87,1
52,397,363,8,1.25
53,823,250,0,1.5
54,803,445,58,1.75
55,582,528,8,2
56,845,590,61,1
57,385,263,13,1.25
58,810,278,123,1.5
59,727,427,11,1.75
60,549,231,89,2
61,968,549,66,1
62,437,129,9,1.25
63,888,640,61,1.5
64,878,751,57,1.75
65,915,594,58,2
66,844,773,60,1
67,863,608,55,1.25
68,762,630,66,1.5
69,779,161,0,1.75
70,655,277,0,2
71,761,335,121,1
72,366,219,11,1.25
73,851,578,118,1.5
74,512,268,89,1.75
75,499,109,87,2
76,723,595,8,1
77,900,675,60,1.25
78,452,208,10,1.5
79,767,207,0,1.75
80,589,165,85,2
81,678,609,15,1
82,377,284,18,1.25
83,843,298,0,1.5
84,431,365,11,1.75
85,814,354,120,2
86,688,368,115,1
87,911,295,118,1.25
88,680,37,93,1.5
89,554,271,92,1.75
90,901,226,0,2
91,434,311,12,1
92,804,226,0,1.25
93,724,259,119,1.5
94,761,257,124,1.75
95,351,295,18,2
96,885,582,65,1
97,880,241,0,1.25
98,784,635,59,1.5
99,751,370,117,1.75
100,805,678,61,2
101,844,290,0,1
102,788,605,61,1.25
103,688,472,15,1.5
104,540,260,88,1.75
105,773,317,129,2
106,955,704,65,1
107,760,478,8,1.25
108,947,601,56,1.5
109,545,255,10,1.75
110,622,78,91,2
111,356,325,13,1
112,443,243,11,1.25
113,823,540,14,1.5
114,780,324,123,1.75
115,813,91,0,2
116,572,143,88,1
117,546,169,89,1.25
118,806,387,119,1.5
119,404,157,8,1.75
120,720,440,12,2
121,750,545,16,1
122,902,700,65,1.25
123,755,200,0,1.5
124,443,463,13,1.75
125,747,490,16,2
126,765,298,0,1
127,333,364,13,1.25
128,697,181,0,1.5
129,927,214,0,1.75
130,841,652,61,2
131,568,293,88,1
132,547,372,88,1.25
133,799,418,8,1.5
134,756,508,59,1.75
135,802,497,7,2
136,683,276,119,1
137,813,403,0,1.25
138,760,249,119,1.5
139,696,517,15,1.75
140,844,702,55,2
141,454,300,11,1
142,668,589,8,1.25
143,815,135,0,1.5
144,760,228,0,1.75
145,765,317,118,2
146,372,191,12,1
147,537,198,90,1.25
148,291,339,11,1.5
149,590,247,84,1.75
150,824,425,56,2
151,638,377,118,1
152,396,248,16,1.25
153,761,685,52,1.5
154,932,641,59,1.75
155,785,317,121,2
156,406,430,9,1
157,432,245,16,1.25
158,686,525,12,1.5
159,834,622,12,1.75
160,637,320,17,2
161,743,223,0,1
162,390,298,11,1.25
163,700,460,15,1.5
164,437,220,89,1.75
165,718,618,11,2
166,322,198,13,1
167,700,296,0,1.25
168,824,175,115,1.5
169,790,279,0,1.75
170,793,377,12,2
171,699,552,19,1
172,839,581,60,1.25
173,513,200,95,1.5
