user_id,x_m,y_m,z_m,demand
1,322,614,24,1
2,245,419,27,1.25
3,280,475,20,1.5
4,335,402,28,1.75
5,406,230,23,2
6,630,527,25,1
7,632,431,26,1.25
8,466,579,0,1.5
9,209,557,27,1.75
10,447,694,0,2
11,268,325,23,1
12,175,662,113,1.25
13,359,785,119,1.5
14,773,327,121,1.75
15,940,260,119,2
16,156,782,122,1
17,714,431,23,1.25
18,326,362,22,1.5
19,221,407,20,1.75
20,512,385,26,2
21,499,476,25,1
22,579,651,0,1.25
23,632,467,25,1.5
24,464,235,21,1.75
25,474,463,26,2
26,215,528,23,1
27,364,828,122,1.25
28,378,628,22,1.5
29,328,559,26,1.75
30,231,542,21,2
31,233,730,123,1
32,305,617,21,1.25
33,581,570,0,1.5
34,417,492,27,1.75
35,218,696,127,2
36,195,692,25,1
37,172,348,24,1.25
38,395,449,31,1.5
39,365,437,25,1.75
40,842,739,0,2
41,969,444,0,1
42,439,532,6,1.25
43,43,832,0,1.5
44,549,977,24,1.75
45,586,328,0,2
46,572,564,24,1
47,48,504,0,1.25
48,343,979,0,1.5
49,716,577,12,1.75
50,572,153,0,2
