user_id,x_m,y_m,z_m,demand
1,332,636,58,1
2,287,611,62,1.25
3,838,735,59,1.5
4,802,813,58,1.75
5,652,890,61,2
6,348,634,64,1
7,782,158,12,1.25
8,853,788,60,1.5
9,682,867,60,1.75
10,750,209,12,2
11,74,109,93,1
12,188,757,62,1.25
13,740,197,10,1.5
14,803,104,14,1.75
15,386,786,60,2
16,193,297,88,1
17,751,870,65,1.25
18,323,718,63,1.5
19,167,360,98,1.75
20,397,697,61,2
21,371,682,59,1
22,708,748,66,1.25
23,286,252,93,1.5
24,199,370,89,1.75
25,861,103,14,2
26,689,135,8,1
27,794,280,17,1.25
28,470,775,59,1.5
29,61,377,91,1.75
30,889,168,12,2
31,309,702,62,1
32,473,601,58,1.25
33,836,173,16,1.5
34,923,826,64,1.75
35,236,747,64,2
36,786,831,59,1
37,239,784,63,1.25
38,160,265,89,1.5
39,253,729,61,1.75
40,128,254,89,2
41,195,192,90,1
42,806,269,12,1.25
43,902,758,60,1.5
44,834,262,14,1.75
45,808,922,63,2
46,751,965,57,1
47,113,419,88,1.25
48,890,254,12,1.5
49,249,770,60,1.75
50,821,630,60,2
51,340,776,62,1
52,719,696,58,1.25
53,199,231,89,1.5
54,266,254,88,1.75
55,829,101,11,2
56,561,131,14,1
57,294,640,56,1.25
58,778,175,14,1.5
59,281,603,60,1.75
60,741,12,14,2
61,716,906,60,1
62,232,277,96,1.25
63,171,147,87,1.5
64,774,956,59,1.75
65,224,677,61,2
66,765,968,59,1
67,217,173,91,1.25
68,313,273,94,1.5
69,743,691,60,1.75
70,288,661,56,2
71,358,729,59,1
72,255,318,91,1.25
73,274,243,91,1.5
74,771,947,60,1.75
75,761,862,60,2
76,170,676,56,1
77,183,284,92,1.25
78,835,820,62,1.5
79,274,252,88,1.75
80,742,139,15,2
81,866,11,9,1
82,741,920,64,1.25
83,907,112,13,1.5
84,918,196,12,1.75
85,302,329,88,2
86,925,214,9,1
87,826,916,63,1.25
88,321,544,64,1.5
89,211,285,89,1.75
90,259,190,93,2
91,811,778,56,1
92,730,963,61,1.25
93,724,753,58,1.5
94,166,257,90,1.75
95,809,163,11,2
96,696,185,9,1
97,347,808,57,1.25
98,346,830,58,1.5
99,380,668,60,1.75
100,923,288,12,2
101,90,325,90,1
102,266,661,57,1.25
103,873,897,58,1.5
104,825,796,54,1.75
105,822,190,8,2
106,231,272,94,1
107,336,502,61,1.25
108,581,879,58,1.5
109,144,328,88,1.75
110,266,351,83,2
111,851,795,58,1
112,687,817,60,1.25
113,849,804,60,1.5
114,333,258,91,1.75
115,90,215,93,2
116,711,922,59,1
117,299,799,58,1.25
118,811,256,9,1.5
119,259,721,59,1.75
120,688,179,13,2
121,856,939,63,1
122,163,655,63,1.25
123,248,367,87,1.5
124,818,886,54,1.75
125,692,896,59,2
126,268,294,94,1
127,878,90,11,1.25
128,767,81,15,1.5
129,756,187,10,1.75
130,790,906,65,2
131,256,700,58,1
132,782,133,11,1.25
133,621,869,62,1.5
134,892,201,13,1.75
135,300,643,56,2
136,755,204,15,1
137,194,219,94,1.25
138,655,743,53,1.5
139,291,328,87,1.75
140,226,370,91,2
141,48,319,91,1
142,755,780,60,1.25
143,378,698,60,1.5
144,291,329,94,1.75
145,771,862,58,2
146,282,759,56,1
147,737,103,14,1.25
148,54,342,90,1.5
149,889,0,15,1.75
150,903,823,63,2
151,142,132,88,1
152,691,949,58,1.25
153,820,794,56,1.5
154,135,253,92,1.75
155,886,162,17,2
156,174,254,91,1
157,226,704,61,1.25
158,227,343,92,1.5
159,55,215,89,1.75
160,850,834,58,2
161,878,960,57,1
162,827,821,58,1.25
163,710,105,19,1.5
164,901,844,63,1.75
165,320,782,57,2
166,802,321,9,1
167,282,295,86,1.25
168,174,165,92,1.5
169,173,332,88,1.75
170,168,322,91,2
171,191,651,56,1
172,718,143,11,1.25
173,247,609,63,1.5
174,281,755,61,1.75
175,881,203,8,2
176,156,697,61,1
177,599,817,60,1.25
178,177,257,91,1.5
179,238,222,94,1.75
180,905,75,17,2
181,152,182,89,1
182,913,957,61,1.25
183,166,227,87,1.5
184,173,258,89,1.75
185,769,126,17,2
186,251,153,88,1
187,813,84,12,1.25
188,892,903,64,1.5
189,158,591,60,1.75
190,816,63,14,2
191,795,882,55,1
192,718,213,17,1.25
193,405,726,60,1.5
194,907,156,16,1.75
195,297,686,63,2
196,792,162,8,1
197,249,758,56,1.25
198,97,326,90,1.5
199,317,200,87,1.75
200,413,593,59,2
201,257,229,88,1
202,307,761,62,1.25
203,757,931,60,1.5
204,803,165,13,1.75
205,196,602,61,2
206,285,242,92,1
207,140,330,89,1.25
208,201,282,93,1.5
209,265,327,91,1.75
210,181,245,89,2
211,323,388,94,1
212,900,215,11,1.25
213,752,709,67,1.5
214,140,293,91,1.75
215,910,875,61,2
216,160,311,89,1
217,745,880,57,1.25
218,225,816,64,1.5
219,690,858,60,1.75
220,444,695,57,2
221,793,842,59,1
222,861,112,14,1.25
223,750,156,11,1.5
224,799,184,13,1.75
225,701,312,16,2
226,252,331,88,1
227,781,856,59,1.25
228,738,134,7,1.5
229,153,199,95,1.75
230,251,641,61,2
231,780,892,59,1
232,369,776,63,1.25
233,835,307,14,1.5
