user_id,x_m,y_m,z_m,demand
1,748,634,58,1
2,949,490,63,1.25
3,947,459,89,1.5
4,391,557,7,1.75
5,787,310,89,2
6,718,562,90,1
7,430,391,13,1.25
8,925,542,56,1.5
9,475,381,9,1.75
10,962,312,92,2
11,441,557,13,1
12,393,547,14,1.25
13,358,695,11,1.5
14,526,563,12,1.75
15,1000,553,59,2
16,475,621,12,1
17,859,536,56,1.25
18,866,477,93,1.5
19,301,391,9,1.75
20,290,510,16,2
21,857,607,64,1
22,758,544,94,1.25
23,853,415,92,1.5
24,906,358,90,1.75
25,754,440,87,2
26,425,462,13,1
27,924,654,57,1.25
28,743,430,84,1.5
29,819,603,58,1.75
30,397,523,11,2
31,930,369,91,1
32,1000,530,60,1.25
33,788,480,55,1.5
34,962,465,55,1.75
35,882,546,64,2
36,856,648,63,1
37,796,371,88,1.25
38,710,514,58,1.5
39,376,404,16,1.75
40,865,419,95,2
41,891,483,61,1
42,892,633,65,1.25
43,900,313,92,1.5
44,916,397,91,1.75
45,262,511,16,2
46,969,407,93,1
47,471,551,12,1.25
48,782,563,64,1.5
49,868,396,85,1.75
50,727,446,93,2
51,377,628,10,1
52,787,503,85,1.25
53,857,555,62,1.5
54,301,473,9,1.75
55,825,507,88,2
56,857,372,89,1
57,1000,593,66,1.25
58,539,498,18,1.5
59,755,427,87,1.75
60,961,562,61,2
61,946,592,58,1
62,385,434,15,1.25
63,426,453,15,1.5
64,954,490,64,1.75
65,973,653,59,2
66,750,568,58,1
67,873,532,61,1.25
68,313,490,14,1.5
69,874,663,56,1.75
70,419,567,12,2
71,274,537,14,1
72,804,515,84,1.25
73,349,472,18,1.5
74,369,490,11,1.75
75,130,436,14,2
76,908,492,55,1
77,381,504,12,1.25
78,370,418,15,1.5
79,621,81,24,1.75
80,450,209,18,2
81,649,326,0,1
82,386,393,6,1.25
83,626,981,0,1.5
84,662,727,18,1.75
85,154,493,0,2
86,645,721,0,1
87,973,108,6,1.25
88,218,847,0,1.5
89,607,112,12,1.75
90,713,393,0,2
91,89,46,0,1
92,980,883,0,1.25
93,386,311,18,1.5
94,268,389,24,1.75
95,311,490,18,2
96,949,221,0,1
97,82,976,0,1.25
98,724,477,0,1.5
99,280,432,6,1.75
100,159,779,0,2
