user_id,x_m,y_m,z_m,demand
1,651,625,0,1
2,797,592,0,1.25
3,64,825,37,1.5
4,773,412,121,1.75
5,730,685,0,2
6,853,875,0,1
7,154,929,35,1.25
8,202,954,39,1.5
9,156,884,37,1.75
10,766,646,0,2
11,728,681,0,1
12,40,732,33,1.25
13,914,770,0,1.5
14,667,695,0,1.75
15,192,933,43,2
16,805,282,117,1
17,831,443,122,1.25
18,822,410,120,1.5
19,599,700,0,1.75
20,758,423,123,2
21,729,385,120,1
22,742,391,123,1.25
23,307,982,40,1.5
24,793,668,0,1.75
25,704,885,0,2
26,885,596,0,1
27,947,748,0,1.25
28,811,491,122,1.5
29,753,459,124,1.75
30,605,451,121,2
31,741,414,120,1
32,716,630,0,1.25
33,792,714,0,1.5
34,267,968,34,1.75
35,756,643,0,2
36,346,895,35,1
37,891,349,120,1.25
38,642,664,0,1.5
39,708,394,116,1.75
40,456,44,0,2
41,665,580,6,1
42,76,598,24,1.25
43,179,787,18,1.5
44,932,489,12,1.75
45,719,588,0,2
46,47,311,0,1
47,676,559,24,1.25
48,324,226,0,1.5
49,551,728,18,1.75
50,636,149,0,2
