user_id,x_m,y_m,z_m,demand
1,578,140,34,1
2,245,539,26,1.25
3,192,691,23,1.5
4,292,701,95,1.75
5,678,541,25,2
6,106,539,26,1
7,639,55,32,1.25
8,621,446,23,1.5
9,130,682,87,1.75
10,721,235,64,2
11,515,268,36,1
12,255,718,93,1.25
13,147,705,90,1.5
14,525,622,24,1.75
15,452,353,9,2
16,144,462,27,1
17,522,289,32,1.25
18,830,343,57,1.5
19,194,517,29,1.75
20,588,267,35,2
21,163,508,22,1
22,90,579,23,1.25
23,415,385,42,1.5
24,199,504,29,1.75
25,222,723,20,2
26,717,245,62,1
27,372,347,17,1.25
28,456,316,17,1.5
29,492,252,15,1.75
30,525,284,12,2
31,152,457,17,1
32,515,732,24,1.25
33,877,285,60,1.5
34,537,248,36,1.75
35,735,291,59,2
36,365,201,39,1
37,710,526,21,1.25
38,595,245,66,1.5
39,291,660,25,1.75
40,471,192,36,2
41,190,532,22,1
42,879,225,64,1.25
43,565,592,29,1.5
44,723,387,58,1.75
45,417,432,11,2
46,715,241,60,1
47,594,724,22,1.25
48,781,659,23,1.5
49,52,747,89,1.75
50,512,150,39,2
51,554,172,36,1
52,824,254,61,1.25
53,404,351,7,1.5
54,228,573,24,1.75
55,78,612,89,2
56,230,595,19,1
57,147,516,22,1.25
58,681,706,28,1.5
59,349,340,9,1.75
60,385,192,30,2
61,181,794,96,1
62,680,226,60,1.25
63,582,228,34,1.5
64,398,212,12,1.75
65,530,254,12,2
66,191,531,19,1
67,685,302,62,1.25
68,537,566,25,1.5
69,667,654,24,1.75
70,754,241,62,2
71,142,528,24,1
72,521,225,39,1.25
73,536,461,8,1.5
74,425,284,16,1.75
75,27,710,86,2
76,504,250,34,1
77,743,244,59,1.25
78,296,638,22,1.5
79,735,532,22,1.75
80,452,221,31,2
81,667,335,58,1
82,724,684,25,1.25
83,68,728,89,1.5
84,215,435,28,1.75
85,819,283,59,2
86,699,600,30,1
87,194,609,22,1.25
88,221,484,25,1.5
89,313,491,26,1.75
90,887,312,59,2
91,452,330,15,1
92,165,514,20,1.25
93,487,586,21,1.5
94,67,697,85,1.75
95,767,70,59,2
96,283,531,26,1
97,639,183,38,1.25
98,256,460,31,1.5
99,156,639,90,1.75
100,486,292,35,2
101,466,176,34,1
102,298,618,23,1.25
103,125,861,89,1.5
104,731,223,62,1.75
105,613,539,25,2
106,71,658,90,1
107,789,205,58,1.25
108,222,600,24,1.5
109,462,576,20,1.75
110,119,618,93,2
111,474,720,28,1
112,640,204,32,1.25
113,650,648,24,1.5
114,513,604,22,1.75
115,602,251,33,2
116,202,406,22,1
117,131,626,18,1.25
118,744,208,64,1.5
119,0,534,28,1.75
120,774,256,59,2
121,288,508,23,1
122,734,168,60,1.25
123,241,504,27,1.5
124,413,255,35,1.75
125,547,230,31,2
126,35,676,91,1
127,29,591,89,1.25
128,154,528,23,1.5
129,128,696,95,1.75
130,588,312,37,2
131,715,253,59,1
132,323,376,12,1.25
133,499,305,16,1.5
134,807,399,59,1.75
135,581,168,35,2
136,410,624,26,1
137,655,187,55,1.25
138,439,258,37,1.5
139,237,400,20,1.75
140,264,530,25,2
141,740,620,30,1
142,566,708,26,1.25
143,593,320,31,1.5
144,492,330,9,1.75
145,837,282,60,2
146,225,656,85,1
147,103,657,93,1.25
148,393,351,14,1.5
149,637,268,62,1.75
150,445,456,11,2
151,144,798,90,1
152,607,672,22,1.25
153,506,267,6,1.5
154,208,720,91,1.75
155,674,269,61,2
156,159,557,90,1
157,545,338,15,1.25
158,48,655,94,1.5
159,584,712,27,1.75
160,280,676,30,2
161,190,552,29,1
162,215,533,22,1.25
163,783,240,58,1.5
164,561,105,38,1.75
165,558,298,15,2
166,554,684,23,1
167,182,527,22,1.25
168,789,293,59,1.5
169,422,391,10,1.75
170,206,509,25,2
171,474,126,36,1
172,66,721,88,1.25
173,529,323,13,1.5
174,659,647,31,1.75
175,668,257,17,2
176,524,584,26,1
177,165,837,91,1.25
178,505,602,19,1.5
179,447,443,13,1.75
180,701,229,61,2
181,823,215,60,1
182,471,464,17,1.25
183,520,213,37,1.5
184,630,618,20,1.75
185,478,231,13,2
186,437,211,39,1
187,231,514,24,1.25
188,43,759,92,1.5
189,562,170,39,1.75
190,545,210,43,2
191,189,685,86,1
192,20,612,90,1.25
193,429,125,38,1.5
194,647,175,60,1.75
195,139,592,26,2
196,732,277,59,1
197,462,312,38,1.25
198,661,236,59,1.5
199,543,598,29,1.75
200,226,616,25,2
201,483,336,40,1
202,753,341,59,1.25
203,174,597,26,1.5
204,218,471,25,1.75
205,758,250,62,2
206,610,505,27,1
207,631,320,62,1.25
208,257,543,95,1.5
209,684,278,66,1.75
210,378,287,8,2
211,163,691,90,1
212,232,564,22,1.25
213,663,474,24,1.5
214,70,716,89,1.75
215,221,426,27,2
216,737,359,58,1
217,727,605,27,1.25
218,690,118,63,1.5
219,674,149,61,1.75
220,511,621,26,2
221,315,507,20,1
222,207,491,21,1.25
223,688,634,25,1.5
224,566,304,14,1.75
225,77,840,88,2
226,531,472,21,1
227,206,504,27,1.25
228,632,170,59,1.5
229,175,635,92,1.75
230,134,481,26,2
231,171,602,87,1
232,465,440,4,1.25
233,484,371,7,1.5
234,404,287,38,1.75
235,665,381,54,2
236,574,0,35,1
237,451,102,33,1.25
238,162,577,87,1.5
239,498,295,10,1.75
240,761,724,17,2
241,575,679,26,1
242,469,155,32,1.25
243,856,227,53,1.5
244,612,640,18,1.75
245,649,570,25,2
246,433,330,9,1
247,409,431,12,1.25
248,198,670,30,1.5
249,632,109,34,1.75
250,468,189,34,2
251,730,235,60,1
252,442,339,9,1.25
253,516,703,22,1.5
254,448,358,31,1.75
255,99,640,88,2
256,617,586,22,1
257,477,355,11,1.25
258,15,793,91,1.5
259,249,462,23,1.75
260,163,717,95,2
261,600,397,5,1
262,460,170,17,1.25
263,765,194,57,1.5
264,279,589,26,1.75
265,317,263,14,2
266,246,537,22,1
267,117,400,20,1.25
268,365,305,8,1.5
269,673,234,40,1.75
270,424,335,8,2
271,417,364,13,1
272,120,550,26,1.25
273,218,569,25,1.5
274,933,286,60,1.75
275,519,196,38,2
276,536,132,38,1
277,632,110,60,1.25
278,606,182,32,1.5
279,546,335,17,1.75
280,579,702,27,2
281,139,599,28,1
282,522,275,39,1.25
283,736,565,20,1.5
284,465,551,26,1.75
285,155,516,24,2
286,635,662,20,1
287,124,451,25,1.25
288,195,644,88,1.5
289,141,629,94,1.75
290,323,428,28,2
291,765,383,50,1
292,253,556,29,1.25
293,202,567,84,1.5
294,202,460,27,1.75
295,236,636,83,2
296,151,484,29,1
297,721,679,25,1.25
298,716,628,21,1.5
299,170,504,27,1.75
300,29,852,92,2
301,678,309,56,1
302,264,541,19,1.25
303,136,621,92,1.5
304,693,538,21,1.75
305,428,179,36,2
306,647,723,31,1
307,522,262,16,1.25
308,673,206,63,1.5
309,61,768,94,1.75
310,82,459,24,2
311,11,726,91,1
312,530,318,36,1.25
313,788,102,6,1.5
314,167,324,0,1.75
315,686,927,0,2
316,349,3,0,1
317,125,714,6,1.25
318,432,745,24,1.5
319,536,818,12,1.75
320,889,723,24,2
321,133,32,0,1
322,677,366,0,1.25
323,789,781,0,1.5
324,153,250,12,1.75
325,916,545,0,2
326,749,587,24,1
327,652,260,12,1.25
328,39,770,0,1.5
329,772,668,6,1.75
330,789,540,18,2
331,185,899,0,1
332,647,33,0,1.25
333,385,9,6,1.5
334,933,560,0,1.75
335,950,973,6,2
336,852,516,0,1
337,655,787,0,1.25
338,635,237,6,1.5
339,297,94,0,1.75
340,964,906,12,2
341,872,0,0,1
342,506,967,0,1.25
343,228,268,6,1.5
344,28,364,12,1.75
345,381,719,12,2
346,383,89,18,1
347,605,920,0,1.25
348,264,134,18,1.5
349,497,550,12,1.75
350,916,351,24,2
351,30,420,0,1
352,863,61,6,1.25
353,982,444,0,1.5
354,114,624,0,1.75
355,688,627,0,2
356,653,254,6,1
357,763,914,0,1.25
358,465,359,24,1.5
359,547,608,24,1.75
360,487,8,0,2
361,689,312,24,1
362,572,998,24,1.25
363,474,518,12,1.5
364,141,400,12,1.75
365,792,491,0,2
366,904,576,6,1
367,330,844,0,1.25
368,144,153,6,1.5
369,935,564,0,1.75
370,118,316,6,2
371,693,496,6,1
372,588,424,0,1.25
373,330,116,12,1.5
374,480,179,18,1.75
375,860,622,6,2
376,359,674,24,1
377,690,644,0,1.25
378,360,157,0,1.5
379,121,546,0,1.75
380,481,637,6,2
381,883,356,0,1
382,205,448,24,1.25
383,210,203,0,1.5
384,983,573,6,1.75
385,878,851,12,2
386,561,283,6,1
387,923,576,24,1.25
388,193,428,12,1.5
389,420,333,0,1.75
390,272,468,24,2
391,154,849,6,1
392,195,597,18,1.25
393,533,655,0,1.5
394,609,150,6,1.75
395,801,706,0,2
396,572,482,0,1
397,499,560,0,1.25
398,627,558,0,1.5
399,543,690,24,1.75
400,530,785,0,2
