user_id,x_m,y_m,z_m,demand
1,344,526,22,1
2,824,474,0,1.25
3,685,839,14,1.5
4,830,711,0,1.75
5,801,246,0,2
6,570,676,119,1
7,280,777,26,1.25
8,941,789,0,1.5
9,193,546,23,1.75
10,485,910,12,2
11,538,865,11,1
12,969,761,0,1.25
13,498,877,115,1.5
14,404,689,11,1.75
15,353,799,26,2
16,446,902,8,1
17,954,865,0,1.25
18,618,770,124,1.5
19,891,671,0,1.75
20,520,926,11,2
21,414,757,122,1
22,354,619,27,1.25
23,991,742,0,1.5
24,868,713,0,1.75
25,863,691,0,2
26,553,776,14,1
27,276,637,27,1.25
28,436,751,117,1.5
29,820,691,0,1.75
30,970,579,0,2
31,441,817,123,1
32,167,796,29,1.25
33,455,801,120,1.5
34,514,723,11,1.75
35,687,739,8,2
36,1000,700,0,1
37,708,680,0,1.25
38,444,767,119,1.5
39,798,720,0,1.75
40,141,58,0,2
41,594,297,18,1
42,157,459,0,1.25
43,390,1000,0,1.5
44,170,652,0,1.75
45,656,512,18,2
46,227,631,0,1
47,876,108,12,1.25
48,159,715,6,1.5
49,742,611,6,1.75
50,559,438,0,2
