user_id,x_m,y_m,z_m,demand
1,163,909,91,1
2,185,455,90,1.25
3,165,235,10,1.5
4,485,69,88,1.75
5,510,138,92,2
6,207,685,91,1
7,541,318,97,1.25
8,101,244,88,1.5
9,335,129,16,1.75
10,311,540,24,2
11,531,163,93,1
12,235,227,91,1.25
13,565,188,90,1.5
14,261,163,91,1.75
15,145,225,90,2
16,165,99,14,1
17,543,126,91,1.25
18,499,244,90,1.5
19,220,654,91,1.75
20,553,306,89,2
21,270,176,12,1
22,113,799,91,1.25
23,203,320,91,1.5
24,69,241,92,1.75
25,265,506,23,2
26,278,246,93,1
27,272,591,22,1.25
28,220,586,22,1.5
29,193,341,91,1.75
30,255,822,93,2
31,271,872,89,1
32,107,25,14,1.25
33,250,147,15,1.5
34,270,754,89,1.75
35,35,313,90,2
36,216,155,12,1
37,304,819,91,1.25
38,129,143,13,1.5
39,295,777,95,1.75
40,230,135,14,2
41,165,779,92,1
42,434,611,25,1.25
43,565,0,92,1.5
44,104,849,94,1.75
45,356,115,12,2
46,520,237,94,1
47,275,340,87,1.25
48,276,496,30,1.5
49,249,238,86,1.75
50,43,763,91,2
51,231,109,11,1
52,218,749,86,1.25
53,249,635,92,1.5
54,511,221,87,1.75
55,270,797,86,2
56,228,574,21,1
57,234,107,18,1.25
58,375,489,23,1.5
59,219,505,31,1.75
60,337,329,91,2
61,216,219,10,1
62,348,694,91,1.25
63,378,430,25,1.5
64,250,782,91,1.75
65,425,571,22,2
66,198,336,90,1
67,137,60,88,1.25
68,234,624,21,1.5
69,226,492,25,1.75
70,218,786,88,2
71,204,241,6,1
72,200,71,16,1.25
73,287,225,89,1.5
74,510,171,88,1.75
75,296,307,90,2
76,273,790,22,1
77,533,159,88,1.25
78,611,0,88,1.5
79,199,109,14,1.75
80,243,337,84,2
81,228,214,95,1
82,489,115,92,1.25
83,487,120,87,1.5
84,277,496,25,1.75
85,214,855,94,2
86,164,118,87,1
87,242,73,13,1.25
88,147,834,89,1.5
89,230,762,89,1.75
90,274,450,26,2
91,118,772,88,1
92,630,212,94,1.25
93,44,279,87,1.5
94,316,537,23,1.75
95,199,570,25,2
96,366,135,11,1
97,556,125,89,1.25
98,304,567,26,1.5
99,300,296,92,1.75
100,585,114,89,2
101,290,759,90,1
102,401,546,31,1.25
103,126,284,90,1.5
104,190,210,92,1.75
105,244,209,13,2
106,289,59,11,1
107,253,790,91,1.25
108,262,886,87,1.5
109,339,425,22,1.75
110,244,347,87,2
111,181,190,8,1
112,472,198,92,1.25
113,325,115,9,1.5
114,195,161,90,1.75
115,166,685,92,2
116,421,124,95,1
117,300,744,93,1.25
118,356,193,90,1.5
119,269,520,22,1.75
120,324,629,20,2
121,333,565,20,1
122,440,179,88,1.25
123,478,212,93,1.5
124,145,162,89,1.75
125,155,751,90,2
126,628,132,93,1
127,173,384,93,1.25
128,208,789,89,1.5
129,199,168,8,1.75
130,397,515,26,2
131,348,669,26,1
132,264,118,18,1.25
133,612,142,89,1.5
134,324,312,87,1.75
135,418,93,91,2
136,155,339,94,1
137,267,866,92,1.25
138,264,516,22,1.5
139,63,784,87,1.75
140,241,169,13,2
141,393,611,22,1
142,534,285,89,1.25
143,246,11,10,1.5
144,335,835,92,1.75
145,228,791,99,2
146,290,664,84,1
147,242,649,25,1.25
148,485,241,91,1.5
149,372,576,21,1.75
150,267,131,92,2
151,259,785,89,1
152,130,765,90,1.25
153,105,86,16,1.5
154,334,226,90,1.75
155,495,184,89,2
156,210,165,93,1
157,283,549,24,1.25
158,203,132,88,1.5
159,225,320,90,1.75
160,384,224,91,2
161,143,105,6,1
162,465,124,86,1.25
163,243,205,91,1.5
164,294,690,89,1.75
165,226,118,13,2
166,239,827,93,1
167,250,606,25,1.25
168,194,776,91,1.5
169,131,631,87,1.75
170,333,504,18,2
171,313,75,18,1
172,253,564,23,1.25
173,406,424,30,1.5
174,166,224,15,1.75
175,346,551,26,2
176,596,168,90,1
177,468,196,98,1.25
178,213,301,94,1.5
179,155,220,93,1.75
180,197,318,11,2
181,666,203,88,1
182,231,416,23,1.25
183,96,344,92,1.5
184,260,676,21,1.75
185,143,742,89,2
186,346,430,23,1
187,189,300,14,1.25
188,489,112,91,1.5
189,498,139,92,1.75
190,120,544,22,2
191,100,235,88,1
192,238,134,10,1.25
193,201,80,13,1.5
194,269,507,23,1.75
195,460,496,25,2
196,215,350,85,1
197,353,466,24,1.25
198,559,209,88,1.5
199,366,343,20,1.75
200,585,151,86,2
201,196,156,13,1
202,365,488,26,1.25
203,238,163,10,1.5
204,470,184,90,1.75
205,184,235,86,2
206,553,40,91,1
207,201,550,20,1.25
208,370,705,90,1.5
209,194,219,10,1.75
210,452,6,89,2
211,177,109,13,1
212,211,5,11,1.25
213,265,330,88,1.5
214,251,298,90,1.75
215,417,668,91,2
216,223,80,13,1
217,231,878,97,1.25
218,159,328,91,1.5
219,209,543,22,1.75
220,274,688,22,2
221,268,80,9,1
222,264,506,19,1.25
223,269,172,89,1.5
224,261,494,25,1.75
225,627,144,88,2
226,521,248,93,1
227,529,102,89,1.25
228,536,113,86,1.5
229,333,550,27,1.75
230,435,0,93,2
231,250,81,11,1
232,229,513,25,1.25
233,126,228,97,1.5
234,271,558,25,1.75
235,750,280,0,2
236,196,192,6,1
237,584,294,24,1.25
238,13,303,0,1.5
239,936,114,6,1.75
240,829,893,24,2
241,676,937,18,1
242,595,891,0,1.25
243,167,932,0,1.5
244,664,768,6,1.75
245,646,568,18,2
246,683,281,12,1
247,300,687,0,1.25
248,686,317,0,1.5
249,877,630,6,1.75
250,206,38,24,2
251,578,269,18,1
252,861,88,0,1.25
253,248,155,0,1.5
254,803,29,0,1.75
255,347,920,6,2
256,431,367,18,1
257,325,253,18,1.25
258,964,529,0,1.5
259,869,989,12,1.75
260,554,718,0,2
261,774,961,24,1
262,163,85,6,1.25
263,712,785,6,1.5
264,684,435,0,1.75
265,200,497,12,2
266,832,340,0,1
267,720,446,0,1.25
268,697,882,18,1.5
269,121,614,18,1.75
270,596,993,0,2
271,491,694,6,1
272,127,29,0,1.25
273,366,184,18,1.5
274,28,720,12,1.75
275,255,640,18,2
276,707,764,0,1
277,549,37,12,1.25
278,222,835,0,1.5
279,998,77,0,1.75
280,109,42,6,2
281,758,115,18,1
282,381,194,18,1.25
283,688,72,6,1.5
284,589,466,0,1.75
285,563,692,18,2
286,681,442,0,1
287,967,414,18,1.25
288,709,47,24,1.5
289,449,269,24,1.75
290,165,130,24,2
291,989,257,0,1
292,363,270,12,1.25
293,790,873,6,1.5
294,77,19,12,1.75
295,563,960,6,2
296,494,659,0,1
