user_id,x_m,y_m,z_m,demand
1,619,567,59,1
2,650,662,36,1.25
3,596,684,41,1.5
4,730,721,57,1.75
5,554,682,94,2
6,651,782,90,1
7,555,164,61,1.25
8,503,753,89,1.5
9,562,629,20,1.75
10,494,178,59,2
11,356,628,25,1
12,620,270,64,1.25
13,781,468,60,1.5
14,817,608,37,1.75
15,798,646,37,2
16,673,627,87,1
17,679,576,37,1.25
18,769,175,60,1.5
19,763,527,55,1.75
20,821,435,55,2
21,566,53,64,1
22,776,23,58,1.25
23,579,218,54,1.5
24,818,677,60,1.75
25,734,474,62,2
26,708,564,61,1
27,594,100,61,1.25
28,713,735,36,1.5
29,628,771,38,1.75
30,862,595,63,2
31,508,597,90,1
32,405,590,24,1.25
33,636,288,55,1.5
34,713,630,38,1.75
35,711,706,35,2
36,570,740,93,1
37,716,425,60,1.25
38,763,164,58,1.5
39,629,723,42,1.75
40,445,768,90,2
41,516,726,26,1
42,614,696,58,1.25
43,342,698,23,1.5
44,730,625,30,1.75
45,511,678,85,2
46,478,800,22,1
47,413,788,28,1.25
48,299,815,30,1.5
49,752,94,61,1.75
50,350,800,28,2
51,801,580,64,1
52,529,672,93,1.25
53,616,831,57,1.5
54,594,417,63,1.75
55,741,247,60,2
56,556,659,88,1
57,592,703,35,1.25
58,726,481,64,1.5
59,696,423,55,1.75
60,577,695,27,2
61,727,188,61,1
62,847,724,63,1.25
63,444,650,21,1.5
64,637,383,65,1.75
65,736,402,63,2
66,630,714,59,1
67,784,441,64,1.25
68,599,169,64,1.5
69,587,629,84,1.75
70,744,327,59,2
71,460,658,25,1
72,474,888,24,1.25
73,604,492,61,1.5
74,775,505,66,1.75
75,708,226,59,2
76,655,551,63,1
77,726,517,62,1.25
78,485,758,25,1.5
79,623,202,53,1.75
80,564,749,60,2
81,717,687,43,1
82,670,664,59,1.25
83,605,630,38,1.5
84,478,823,21,1.75
85,731,746,64,2
86,724,558,37,1
87,712,750,56,1.25
88,555,795,25,1.5
89,769,482,65,1.75
90,717,79,64,2
91,636,471,58,1
92,420,797,18,1.25
93,784,191,61,1.5
94,458,683,62,1.75
95,736,741,58,2
96,670,715,59,1
97,681,740,63,1.25
98,651,694,55,1.5
99,610,0,57,1.75
100,561,654,25,2
101,768,705,38,1
102,791,401,61,1.25
103,694,574,63,1.5
104,675,607,30,1.75
105,688,133,56,2
106,746,455,63,1
107,545,693,60,1.25
108,730,687,92,1.5
109,470,627,26,1.75
110,635,176,58,2
111,685,146,53,1
112,618,545,36,1.25
113,566,683,22,1.5
114,547,849,63,1.75
115,676,690,36,2
116,765,379,63,1
117,783,679,30,1.25
118,627,514,37,1.5
119,666,195,64,1.75
120,603,553,90,2
121,626,722,57,1
122,685,494,63,1.25
123,676,554,62,1.5
124,595,693,36,1.75
125,418,586,88,2
126,690,560,94,1
127,687,664,35,1.25
128,665,760,59,1.5
129,660,612,56,1.75
130,619,726,57,2
131,537,728,92,1
132,679,759,37,1.25
133,631,747,91,1.5
134,724,204,56,1.75
135,795,7,60,2
136,731,733,33,1
137,591,616,92,1.25
138,699,631,33,1.5
139,752,465,57,1.75
140,705,264,57,2
141,776,465,57,1
142,545,796,22,1.25
143,729,420,61,1.5
144,565,511,59,1.75
145,622,722,94,2
146,649,785,23,1
147,737,714,41,1.25
148,752,260,62,1.5
149,719,591,38,1.75
150,517,146,59,2
151,511,587,92,1
152,616,192,57,1.25
153,691,598,61,1.5
154,743,437,57,1.75
155,555,685,59,2
156,536,704,23,1
157,694,620,0,1.25
158,84,215,0,1.5
159,201,306,0,1.75
160,334,42,6,2
161,593,533,24,1
162,894,485,0,1.25
163,646,513,0,1.5
164,82,876,0,1.75
165,917,471,0,2
166,252,127,0,1
167,225,889,18,1.25
168,815,16,0,1.5
169,701,789,0,1.75
170,684,131,0,2
171,89,231,6,1
172,862,589,18,1.25
173,159,641,12,1.5
174,419,29,12,1.75
175,154,613,18,2
176,889,167,18,1
177,929,949,0,1.25
178,337,109,0,1.5
179,609,778,6,1.75
180,673,193,12,2
181,89,962,0,1
182,70,992,12,1.25
183,684,55,24,1.5
184,436,93,6,1.75
185,420,805,24,2
186,154,661,0,1
187,531,812,12,1.25
188,334,756,0,1.5
189,911,752,0,1.75
190,353,253,18,2
191,306,486,6,1
192,933,330,0,1.25
193,310,84,12,1.5
194,99,205,0,1.75
195,862,493,18,2
196,694,917,0,1
197,293,455,0,1.25
198,114,142,0,1.5
199,73,755,0,1.75
200,199,159,0,2
