user_id,x_m,y_m,z_m,demand
1,410,816,39,1
2,632,399,59,1.25
3,465,543,0,1.5
4,456,727,0,1.75
5,461,579,0,2
6,295,159,0,1
7,892,263,57,1.25
8,322,352,0,1.5
9,465,839,0,1.75
10,671,328,24,2
11,300,410,21,1
12,254,808,38,1.25
13,303,186,0,1.5
14,241,136,0,1.75
15,778,454,58,2
16,173,833,33,1
17,717,210,58,1.25
18,354,388,25,1.5
19,379,593,0,1.75
20,284,440,30,2
21,492,307,24,1
22,627,75,26,1.25
23,851,361,56,1.5
24,609,230,21,1.75
25,337,352,0,2
26,565,168,26,1
27,244,441,25,1.25
28,276,327,0,1.5
29,343,607,0,1.75
30,178,721,34,2
31,267,361,23,1
32,716,274,23,1.25
33,397,630,0,1.5
34,889,350,61,1.75
35,269,226,0,2
36,589,192,22,1
37,189,927,39,1.25
38,445,655,0,1.5
39,305,513,25,1.75
40,189,778,35,2
41,559,654,0,1
42,261,719,35,1.25
43,775,285,61,1.5
44,280,363,28,1.75
45,881,378,63,2
46,584,774,0,1
47,166,764,34,1.25
48,434,678,0,1.5
49,809,268,55,1.75
50,268,582,0,2
51,870,358,63,1
52,572,151,27,1.25
53,393,736,0,1.5
54,729,356,62,1.75
55,207,972,37,2
56,320,338,20,1
57,312,458,21,1.25
58,532,170,26,1.5
59,307,193,0,1.75
60,486,187,27,2
61,560,121,21,1
62,554,764,0,1.25
63,792,398,61,1.5
64,723,326,21,1.75
65,790,316,56,2
66,819,449,59,1
67,844,411,59,1.25
68,401,537,27,1.5
69,197,554,24,1.75
70,438,118,26,2
71,536,743,0,1
72,312,687,0,1.25
73,327,894,35,1.5
74,343,595,0,1.75
75,331,83,0,2
76,346,673,0,1
77,215,794,39,1.25
78,214,520,24,1.5
79,116,432,25,1.75
80,823,423,62,2
81,257,891,35,1
82,643,300,24,1.25
83,317,447,26,1.5
84,397,681,40,1.75
85,305,637,0,2
86,226,847,43,1
87,810,294,56,1.25
88,841,411,64,1.5
89,268,481,21,1.75
90,204,839,37,2
91,891,238,59,1
92,469,291,24,1.25
93,209,388,23,1.5
94,421,249,23,1.75
95,353,268,0,2
96,347,714,33,1
