user_id,x_m,y_m,z_m,demand
1,660,592,41,1
2,763,756,36,1.25
3,788,100,10,1.5
4,883,135,0,1.75
5,801,196,15,2
6,625,730,36,1
7,228,256,16,1.25
8,679,834,21,1.5
9,920,277,0,1.75
10,784,574,37,2
11,623,164,9,1
12,253,241,22,1.25
13,798,142,19,1.5
14,705,870,24,1.75
15,337,311,30,2
16,632,894,22,1
17,155,243,28,1.25
18,161,375,20,1.5
19,833,553,38,1.75
20,792,166,9,2
21,651,556,39,1
22,705,124,0,1.25
23,762,601,42,1.5
24,537,674,26,1.75
25,154,236,30,2
26,590,876,21,1
27,950,201,0,1.25
28,742,591,34,1.5
29,861,751,31,1.75
30,673,807,21,2
31,725,325,0,1
32,700,642,34,1.25
33,799,794,38,1.5
34,792,785,33,1.75
35,97,231,22,2
36,508,831,22,1
37,747,245,9,1.25
38,759,588,34,1.5
39,777,645,33,1.75
40,985,334,0,2
41,62,182,27,1
42,865,285,0,1.25
43,360,149,30,1.5
44,892,565,37,1.75
45,730,617,39,2
46,788,734,35,1
47,181,256,24,1.25
48,779,856,32,1.5
49,714,642,31,1.75
50,650,825,23,2
51,784,647,34,1
52,855,146,12,1.25
53,88,309,26,1.5
54,695,146,13,1.75
55,215,276,25,2
56,610,630,37,1
57,702,646,39,1.25
58,85,357,20,1.5
59,666,851,26,1.75
60,795,314,0,2
61,108,325,26,1
62,47,257,23,1.25
63,764,730,35,1.5
64,640,851,26,1.75
65,837,557,41,2
66,766,163,0,1
67,745,166,6,1.25
68,815,99,9,1.5
69,837,146,0,1.75
70,920,315,10,2
71,857,287,13,1
72,555,692,20,1.25
73,154,422,24,1.5
74,229,228,18,1.75
75,211,231,26,2
76,145,193,27,1
77,730,221,0,1.25
78,684,653,37,1.5
79,697,599,35,1.75
80,116,270,19,2
81,803,151,0,1
82,585,776,26,1.25
83,878,132,9,1.5
84,180,202,27,1.75
85,793,607,35,2
86,751,783,34,1
87,187,245,25,1.25
88,525,956,28,1.5
89,636,793,21,1.75
90,830,64,0,2
91,692,794,24,1
92,776,662,33,1.25
93,891,143,8,1.5
94,813,137,0,1.75
95,846,648,38,2
96,642,672,38,1
97,690,831,22,1.25
98,821,147,13,1.5
99,832,59,12,1.75
100,415,755,23,2
101,748,698,38,1
102,726,239,10,1.25
103,798,697,38,1.5
104,727,163,0,1.75
105,757,204,8,2
106,297,342,23,1
107,731,770,41,1.25
108,778,163,17,1.5
109,916,294,0,1.75
110,641,906,23,2
111,677,661,42,1
112,806,723,32,1.25
113,824,285,0,1.5
114,664,242,0,1.75
115,954,103,12,2
116,0,178,26,1
117,647,556,38,1.25
118,721,658,35,1.5
119,677,688,33,1.75
120,116,163,27,2
121,819,242,15,1
122,751,681,36,1.25
123,728,193,10,1.5
124,190,282,23,1.75
125,182,390,24,2
126,695,275,16,1
127,674,717,38,1.25
128,495,855,26,1.5
129,763,19,12,1.75
130,878,185,16,2
131,607,792,21,1
132,186,322,25,1.25
133,804,593,37,1.5
134,585,897,26,1.75
135,859,295,0,2
136,878,289,16,1
137,615,810,28,1.25
138,798,594,30,1.5
139,819,137,10,1.75
140,863,227,0,2
141,149,261,29,1
142,835,270,0,1.25
143,751,538,38,1.5
144,160,357,27,1.75
145,782,245,0,2
146,750,81,8,1
147,778,284,11,1.25
148,677,732,45,1.5
149,854,236,9,1.75
150,812,636,41,2
151,177,366,19,1
152,572,752,21,1.25
153,912,228,17,1.5
154,233,186,27,1.75
155,721,200,9,2
156,118,391,26,1
157,244,269,24,1.25
158,583,857,27,1.5
159,793,708,37,1.75
160,744,689,37,2
161,569,883,30,1
162,665,287,13,1.25
163,583,669,34,1.5
164,850,238,11,1.75
165,778,242,14,2
166,276,276,25,1
167,655,882,25,1.25
168,777,119,12,1.5
169,103,107,27,1.75
170,872,171,10,2
171,893,251,11,1
172,616,243,18,1.25
173,782,665,38,1.5
174,839,131,0,1.75
175,752,737,34,2
176,909,706,40,1
177,682,93,0,1.25
178,676,797,25,1.5
179,68,312,24,1.75
180,692,677,39,2
181,924,211,0,1
182,769,291,0,1.25
183,92,375,26,1.5
184,760,113,0,1.75
185,650,769,25,2
186,850,171,12,1
187,816,684,37,1.25
188,483,792,26,1.5
189,913,206,0,1.75
190,772,255,11,2
191,650,20,12,1
192,767,195,0,1.25
193,704,673,38,1.5
194,738,679,39,1.75
195,770,201,0,2
196,139,453,24,1
197,203,263,24,1.25
198,849,944,0,1.5
199,758,860,18,1.75
200,919,353,18,2
201,960,765,12,1
202,110,179,18,1.25
203,772,759,0,1.5
204,125,440,18,1.75
205,207,338,12,2
206,493,753,18,1
207,276,268,18,1.25
208,323,310,0,1.5
209,103,654,6,1.75
210,927,340,0,2
211,943,519,6,1
212,946,168,12,1.25
213,500,483,0,1.5
214,520,366,12,1.75
215,764,78,18,2
216,188,642,12,1
217,581,265,0,1.25
218,38,643,0,1.5
219,971,636,6,1.75
220,622,7,6,2
221,217,845,0,1
222,790,182,24,1.25
223,279,261,0,1.5
224,24,993,0,1.75
225,616,756,24,2
226,144,559,0,1
227,231,915,0,1.25
228,936,347,0,1.5
229,206,905,24,1.75
230,384,976,6,2
231,150,878,6,1
232,659,303,6,1.25
233,275,974,24,1.5
234,902,910,0,1.75
235,436,557,0,2
236,836,422,24,1
237,183,827,0,1.25
238,224,391,0,1.5
239,512,281,6,1.75
240,344,584,0,2
241,46,895,0,1
242,638,873,0,1.25
243,794,957,6,1.5
