user_id,x_m,y_m,z_m,demand
1,187,1000,10,1
2,772,653,0,1.25
3,316,941,6,1.5
4,209,332,14,1.75
5,221,907,9,2
6,198,886,12,1
7,168,374,14,1.25
8,785,621,0,1.5
9,836,619,0,1.75
10,347,858,11,2
11,108,342,10,1
12,289,838,13,1.25
13,177,372,13,1.5
14,287,795,9,1.75
15,726,631,0,2
16,182,491,13,1
17,149,706,8,1.25
18,93,417,16,1.5
19,187,815,11,1.75
20,64,367,15,2
21,159,471,11,1
22,228,395,10,1.25
23,347,876,6,1.5
24,308,729,11,1.75
25,201,768,15,2
26,797,448,0,1
27,810,542,0,1.25
28,151,434,13,1.5
29,149,774,11,1.75
30,185,759,8,2
31,81,799,6,1
32,795,534,0,1.25
33,320,796,12,1.5
34,261,309,12,1.75
35,223,1000,10,2
36,187,962,9,1
37,223,795,11,1.25
38,131,788,11,1.5
39,248,758,13,1.75
40,174,359,16,2
41,683,501,0,1
42,163,742,12,1.25
43,220,820,13,1.5
44,249,935,8,1.75
45,701,561,0,2
46,238,900,13,1
47,213,791,9,1.25
48,784,460,0,1.5
49,715,689,0,1.75
50,16,504,14,2
51,250,858,9,1
52,760,591,0,1.25
53,204,778,12,1.5
54,855,658,0,1.75
55,764,605,0,2
56,247,793,14,1
57,45,301,10,1.25
58,639,583,0,1.5
59,823,455,0,1.75
60,244,830,11,2
61,708,607,0,1
62,729,618,0,1.25
63,97,525,9,1.5
64,279,937,8,1.75
65,180,855,14,2
66,362,1000,9,1
67,262,716,8,1.25
68,138,420,13,1.5
69,111,415,9,1.75
70,763,603,0,2
71,276,933,6,1
72,173,518,16,1.25
73,326,711,12,1.5
74,114,771,14,1.75
75,270,755,11,2
76,94,497,15,1
77,136,389,17,1.25
78,691,510,0,1.5
79,175,876,12,1.75
80,787,609,0,2
81,755,504,0,1
82,720,580,0,1.25
83,693,590,0,1.5
84,45,269,21,1.75
85,290,822,12,2
86,220,905,9,1
87,762,567,0,1.25
88,658,453,0,1.5
89,207,758,14,1.75
90,190,850,9,2
91,235,353,11,1
92,175,302,12,1.25
93,89,371,15,1.5
94,210,466,13,1.75
95,198,974,9,2
96,696,530,0,1
97,296,410,12,1.25
98,668,581,0,1.5
99,130,445,10,1.75
100,700,530,0,2
101,115,878,8,1
102,206,842,10,1.25
103,272,764,10,1.5
104,92,370,16,1.75
105,244,738,9,2
106,57,382,12,1
107,254,351,11,1.25
108,101,391,12,1.5
109,211,906,15,1.75
110,142,479,14,2
111,158,835,13,1
112,153,795,14,1.25
113,656,637,0,1.5
114,248,950,10,1.75
115,184,266,16,2
116,709,528,0,1
117,769,574,0,1.25
118,104,530,9,1.5
119,259,888,13,1.75
120,614,689,0,2
121,285,301,11,1
122,315,874,17,1.25
123,712,554,0,1.5
124,120,330,6,1.75
125,741,502,0,2
126,278,728,13,1
127,58,903,7,1.25
128,789,506,0,1.5
129,305,811,17,1.75
130,243,309,13,2
131,810,570,0,1
132,187,385,14,1.25
133,771,562,0,1.5
134,191,1000,11,1.75
135,149,400,6,2
136,309,373,16,1
137,728,540,0,1.25
138,126,416,11,1.5
139,699,653,0,1.75
140,706,581,0,2
141,201,829,10,1
142,841,575,0,1.25
143,253,381,8,1.5
144,83,843,14,1.75
145,765,718,0,2
146,128,319,12,1
147,255,890,13,1.25
148,799,584,0,1.5
149,760,489,0,1.75
150,285,363,12,2
151,777,559,0,1
152,201,1000,12,1.25
153,707,724,0,1.5
154,210,794,14,1.75
155,348,800,12,2
156,825,564,0,1
157,703,650,0,1.25
158,96,362,14,1.5
159,410,867,17,1.75
160,218,301,12,2
161,170,331,11,1
162,76,444,14,1.25
163,832,490,0,1.5
164,201,774,9,1.75
165,287,930,8,2
166,271,780,11,1
167,71,842,7,1.25
168,235,577,13,1.5
169,162,952,11,1.75
170,797,529,0,2
171,241,864,10,1
172,234,846,16,1.25
173,52,247,12,1.5
174,172,342,10,1.75
175,201,928,13,2
176,214,270,15,1
177,218,939,11,1.25
178,130,768,7,1.5
179,166,406,19,1.75
180,145,735,14,2
181,775,548,0,1
182,154,920,14,1.25
183,95,832,13,1.5
184,733,587,0,1.75
185,265,393,13,2
186,784,531,0,1
187,187,432,8,1.25
188,367,873,12,1.5
189,99,370,14,1.75
190,104,746,13,2
191,204,210,14,1
192,227,273,8,1.25
193,709,554,0,1.5
194,165,1000,11,1.75
195,234,772,14,2
196,669,581,0,1
197,871,625,0,1.25
198,746,549,0,1.5
199,869,647,0,1.75
200,264,859,14,2
201,163,298,11,1
202,197,367,12,1.25
203,198,740,17,1.5
204,650,651,0,1.75
205,774,611,0,2
206,707,693,0,1
207,803,648,0,1.25
208,217,763,13,1.5
209,183,772,17,1.75
210,725,566,0,2
211,898,540,0,1
212,347,730,15,1.25
213,770,572,0,1.5
214,343,814,15,1.75
215,236,400,11,2
216,222,556,6,1
217,137,931,9,1.25
218,146,393,9,1.5
219,756,398,0,1.75
220,146,272,16,2
221,216,480,16,1
222,350,869,13,1.25
223,917,453,0,1.5
224,188,298,16,1.75
225,733,510,0,2
226,92,402,11,1
227,200,265,14,1.25
228,173,323,14,1.5
229,279,501,15,1.75
230,146,381,16,2
231,179,465,9,1
232,206,496,9,1.25
233,805,398,0,1.5
234,766,518,0,1.75
235,143,866,11,2
236,168,198,14,1
237,665,463,0,1.25
238,263,817,13,1.5
239,149,387,15,1.75
240,637,354,0,2
241,778,654,0,1
242,178,410,14,1.25
243,107,331,9,1.5
244,270,872,16,1.75
245,751,631,0,2
246,271,448,11,1
247,193,321,13,1.25
248,229,775,16,1.5
249,202,420,19,1.75
250,113,845,6,2
251,178,482,8,1
252,675,521,0,1.25
253,325,831,14,1.5
254,137,479,13,1.75
255,254,955,12,2
256,877,545,0,1
257,705,496,0,1.25
258,236,822,11,1.5
259,311,718,13,1.75
260,240,347,13,2
261,884,616,0,1
262,245,867,9,1.25
263,197,861,15,1.5
264,778,502,0,1.75
265,158,394,16,2
266,250,865,12,1
267,725,640,0,1.25
268,808,683,0,1.5
269,740,459,0,1.75
270,166,786,11,2
271,99,377,12,1
272,0,328,17,1.25
273,324,853,10,1.5
274,298,744,10,1.75
275,59,375,16,2
276,287,891,8,1
277,161,398,16,1.25
278,93,476,10,1.5
279,778,639,0,1.75
280,249,787,14,2
281,230,692,10,1
282,157,686,12,1.25
283,586,417,0,1.5
284,682,627,0,1.75
285,239,717,13,2
286,159,899,6,1
287,96,452,12,1.25
288,697,639,0,1.5
289,810,548,0,1.75
290,800,577,0,2
291,711,489,0,1
292,167,353,22,1.25
293,271,800,12,1.5
294,86,321,9,1.75
295,271,869,7,2
296,159,801,12,1
297,762,701,0,1.25
298,808,513,0,1.5
299,53,381,11,1.75
300,356,865,13,2
301,702,568,0,1
302,766,462,0,1.25
303,771,531,0,1.5
304,205,320,9,1.75
305,255,461,10,2
306,798,550,0,1
307,243,328,4,1.25
308,383,387,16,1.5
309,680,646,0,1.75
310,184,845,5,2
311,85,362,10,1
312,210,884,13,1.25
313,180,803,18,1.5
314,240,203,16,1.75
315,168,203,12,2
316,371,864,15,1
317,0,485,14,1.25
318,171,430,13,1.5
319,245,503,10,1.75
320,120,427,13,2
321,238,770,13,1
322,237,759,13,1.25
323,164,331,13,1.5
324,637,600,0,1.75
325,159,380,17,2
326,187,807,9,1
327,205,295,9,1.25
328,666,640,0,1.5
329,777,477,0,1.75
330,88,459,12,2
331,134,846,15,1
332,163,321,14,1.25
333,68,436,9,1.5
334,105,321,13,1.75
335,705,545,0,2
336,253,827,7,1
337,683,594,0,1.25
338,716,615,0,1.5
339,132,250,14,1.75
340,284,862,8,2
341,321,808,9,1
342,126,511,16,1.25
343,730,712,0,1.5
344,754,575,0,1.75
345,0,422,15,2
346,818,521,0,1
347,406,843,6,1.25
348,34,866,13,1.5
349,277,798,15,1.75
350,133,235,13,2
351,705,429,0,1
352,79,335,0,1.25
353,791,650,0,1.5
354,210,822,18,1.75
355,781,746,18,2
356,511,701,18,1
357,877,638,0,1.25
358,677,403,0,1.5
359,274,702,18,1.75
360,683,447,18,2
361,763,235,0,1
362,445,151,0,1.25
363,493,366,24,1.5
364,388,704,6,1.75
365,793,219,12,2
366,252,318,6,1
367,506,402,18,1.25
368,410,302,24,1.5
