user_id,x_m,y_m,z_m,demand
1,190,358,0,1
2,873,465,25,1.25
3,610,811,21,1.5
4,132,374,0,1.75
5,332,619,0,2
6,629,383,27,1
7,786,308,15,1.25
8,632,817,31,1.5
9,708,644,22,1.75
10,68,514,0,2
11,755,874,27,1
12,515,650,24,1.25
13,756,385,24,1.5
14,241,461,0,1.75
15,772,157,15,2
16,557,765,24,1
17,566,821,29,1.25
18,525,595,16,1.5
19,778,226,13,1.75
20,779,744,26,2
21,712,991,20,1
22,290,445,0,1.25
23,830,182,13,1.5
24,837,493,24,1.75
25,1000,147,10,2
26,164,540,0,1
27,605,711,23,1.25
28,594,608,22,1.5
29,667,240,11,1.75
30,534,717,27,2
31,741,921,28,1
32,862,315,11,1.25
33,722,424,21,1.5
34,764,521,27,1.75
35,77,510,0,2
36,795,289,10,1
37,727,449,25,1.25
38,558,829,25,1.5
39,769,357,14,1.75
40,183,435,0,2
41,296,625,0,1
42,181,494,0,1.25
43,819,203,15,1.5
44,859,582,25,1.75
45,202,500,0,2
46,672,492,23,1
47,532,1000,24,1.25
48,657,317,21,1.5
49,789,836,22,1.75
50,806,817,23,2
51,341,489,0,1
52,192,483,0,1.25
53,707,854,27,1.5
54,808,516,25,1.75
55,307,667,0,2
56,777,349,28,1
57,788,416,21,1.25
58,847,344,10,1.5
59,713,850,22,1.75
60,75,520,0,2
61,117,534,0,1
62,699,406,27,1.25
63,814,216,14,1.5
64,214,613,0,1.75
65,802,790,25,2
66,753,925,21,1
67,639,797,22,1.25
68,723,839,21,1.5
69,401,727,27,1.75
70,555,718,22,2
71,624,715,16,1
72,768,887,26,1.25
73,585,698,22,1.5
74,832,475,22,1.75
75,516,770,15,2
76,742,881,22,1
77,845,162,13,1.25
78,668,808,24,1.5
79,216,542,0,1.75
80,653,933,24,2
81,510,752,30,1
82,247,435,0,1.25
83,667,887,26,1.5
84,846,344,25,1.75
85,241,539,0,2
86,644,780,26,1
87,693,426,25,1.25
88,200,562,0,1.5
89,273,429,0,1.75
90,872,356,14,2
91,227,548,0,1
92,706,381,25,1.25
93,526,682,26,1.5
94,576,699,25,1.75
95,730,555,26,2
96,777,272,8,1
97,789,151,18,1.25
98,810,444,18,1.5
99,629,642,25,1.75
100,646,792,25,2
101,821,432,25,1
102,796,250,19,1.25
103,176,533,0,1.5
104,538,762,24,1.75
105,658,581,20,2
106,558,642,25,1
107,849,364,26,1.25
108,649,729,28,1.5
109,770,290,9,1.75
110,509,688,22,2
111,560,943,20,1
112,435,792,28,1.25
113,773,517,24,1.5
114,63,567,0,1.75
115,695,517,25,2
116,848,175,14,1
117,795,230,19,1.25
118,717,96,14,1.5
119,814,884,25,1.75
120,194,427,0,2
121,186,537,0,1
122,605,682,25,1.25
123,859,535,17,1.5
124,959,130,12,1.75
125,795,273,8,2
126,636,775,21,1
127,821,292,11,1.25
128,533,730,26,1.5
129,756,183,16,1.75
130,603,909,22,2
131,657,829,24,1
132,756,547,29,1.25
133,115,465,0,1.5
134,803,169,15,1.75
135,728,270,17,2
136,766,966,26,1
137,800,849,21,1.25
138,829,839,23,1.5
139,796,244,10,1.75
140,849,160,13,2
141,772,378,22,1
142,329,582,0,1.25
143,704,292,12,1.5
144,511,717,24,1.75
145,750,249,10,2
146,826,238,9,1
147,198,505,0,1.25
148,838,1000,27,1.5
149,579,722,23,1.75
150,179,486,0,2
151,100,405,0,1
152,779,564,25,1.25
153,117,479,0,1.5
154,750,499,18,1.75
155,701,845,20,2
156,637,377,28,1
157,815,580,24,1.25
158,569,787,27,1.5
159,613,878,30,1.75
160,676,850,23,2
161,290,317,0,1
162,582,670,16,1.25
163,896,344,31,1.5
164,761,66,9,1.75
165,633,1000,25,2
166,708,166,10,1
167,293,545,0,1.25
168,581,757,27,1.5
169,64,495,0,1.75
170,819,220,9,2
171,718,296,10,1
172,672,933,23,1.25
173,502,837,20,1.5
174,194,620,0,1.75
175,613,245,10,2
176,809,465,22,1
177,817,407,22,1.25
178,223,453,0,1.5
179,884,516,23,1.75
180,662,952,29,2
181,785,459,19,1
182,801,232,6,1.25
183,855,210,11,1.5
184,682,291,9,1.75
185,848,90,12,2
186,260,406,0,1
187,181,522,0,1.25
188,239,458,0,1.5
189,698,176,12,1.75
190,601,781,24,2
191,755,476,24,1
192,755,809,19,1.25
193,610,748,27,1.5
194,290,486,0,1.75
195,687,770,24,2
196,723,828,26,1
197,658,703,25,1.25
198,554,771,21,1.5
199,748,816,26,1.75
200,455,714,27,2
201,631,854,22,1
202,566,770,27,1.25
203,767,880,29,1.5
204,580,530,25,1.75
205,843,442,22,2
206,824,207,8,1
207,676,459,20,1.25
208,656,672,25,1.5
209,866,263,10,1.75
210,765,261,10,2
211,538,754,26,1
212,817,278,7,1.25
213,857,1000,25,1.5
214,727,175,12,1.75
215,87,434,0,2
216,56,503,0,1
217,851,369,29,1.25
218,281,428,0,1.5
219,854,491,20,1.75
220,796,496,23,2
221,759,110,13,1
222,191,513,0,1.25
223,589,913,24,1.5
224,779,527,25,1.75
225,395,446,0,2
226,505,697,24,1
227,811,138,15,1.25
228,819,841,24,1.5
229,580,679,27,1.75
230,583,705,27,2
231,758,491,21,1
232,483,645,30,1.25
233,480,605,27,1.5
234,665,855,25,1.75
235,550,912,24,2
236,894,210,16,1
