user_id,x_m,y_m,z_m,demand
1,162,900,90,1
2,381,788,119,1.25
3,313,674,125,1.5
4,235,768,91,1.75
5,407,695,119,2
6,557,530,17,1
7,314,811,122,1.25
8,240,926,94,1.5
9,150,708,95,1.75
10,184,747,121,2
11,511,940,120,1
12,227,681,121,1.25
13,623,442,19,1.5
14,358,777,123,1.75
15,546,1000,120,2
16,255,772,88,1
17,303,738,118,1.25
18,159,800,85,1.5
19,495,939,118,1.75
20,295,706,119,2
21,177,809,91,1
22,670,551,26,1.25
23,589,873,118,1.5
24,556,356,28,1.75
25,366,733,125,2
26,463,807,124,1
27,584,826,119,1.25
28,408,755,118,1.5
29,156,833,90,1.75
30,533,410,24,2
31,514,353,21,1
32,519,747,122,1.25
33,680,487,22,1.5
34,490,780,121,1.75
35,169,830,94,2
36,401,742,120,1
37,246,887,93,1.25
38,478,838,121,1.5
39,697,370,25,1.75
40,708,419,27,2
41,502,944,120,1
42,405,651,125,1.25
43,683,712,121,1.5
44,650,778,116,1.75
45,259,903,91,2
46,225,873,93,1
47,151,770,89,1.25
48,95,846,124,1.5
49,552,945,117,1.75
50,426,806,123,2
51,283,814,121,1
52,481,441,24,1.25
53,424,716,125,1.5
54,452,794,118,1.75
55,493,315,26,2
56,224,772,121,1
57,308,607,122,1.25
58,318,813,122,1.5
59,426,888,125,1.75
60,482,860,121,2
61,410,732,121,1
62,252,808,89,1.25
63,587,429,23,1.5
64,617,1000,125,1.75
65,655,406,27,2
66,481,828,119,1
67,543,842,119,1.25
68,471,415,22,1.5
69,613,428,23,1.75
70,585,424,27,2
71,371,744,123,1
72,351,796,123,1.25
73,527,420,24,1.5
74,485,890,116,1.75
75,548,810,121,2
76,214,867,89,1
77,142,707,94,1.25
78,382,814,117,1.5
79,492,457,28,1.75
80,399,519,119,2
81,125,773,90,1
82,395,949,123,1.25
83,452,979,118,1.5
84,214,681,90,1.75
85,126,785,90,2
86,668,1000,120,1
87,691,440,22,1.25
88,298,797,91,1.5
89,220,842,90,1.75
90,46,872,94,2
91,666,568,22,1
92,482,459,29,1.25
93,247,574,122,1.5
94,236,773,85,1.75
95,276,569,118,2
96,322,747,118,1
97,134,819,90,1.25
98,479,785,113,1.5
99,384,631,120,1.75
100,201,736,92,2
101,595,792,123,1
102,255,780,88,1.25
103,503,821,121,1.5
104,448,661,121,1.75
105,543,497,26,2
106,556,741,122,1
107,143,803,92,1.25
108,269,854,118,1.5
109,182,772,88,1.75
110,273,851,93,2
111,482,457,29,1
112,511,472,18,1.25
113,681,427,25,1.5
114,460,856,121,1.75
115,221,829,85,2
116,367,720,116,1
117,168,758,114,1.25
118,354,773,117,1.5
119,230,735,89,1.75
120,417,754,121,2
121,553,365,19,1
122,470,837,120,1.25
123,456,922,120,1.5
124,523,823,126,1.75
125,428,850,118,2
126,133,863,83,1
127,510,433,22,1.25
128,203,849,90,1.5
129,524,881,122,1.75
130,360,619,120,2
131,176,834,91,1
132,149,699,87,1.25
133,168,806,90,1.5
134,464,832,120,1.75
135,108,742,91,2
136,115,793,92,1
137,621,371,19,1.25
138,374,829,116,1.5
139,588,470,25,1.75
140,387,353,27,2
141,393,841,121,1
142,246,710,91,1.25
143,187,840,89,1.5
144,465,270,29,1.75
145,658,414,21,2
146,480,342,19,1
147,287,759,116,1.25
148,585,377,24,1.5
149,282,784,84,1.75
150,663,431,20,2
151,578,354,24,1
152,513,945,122,1.25
153,328,891,115,1.5
154,255,762,115,1.75
155,506,880,122,2
156,599,428,24,1
157,256,672,120,1.25
158,513,541,26,1.5
159,463,429,27,1.75
160,344,1000,121,2
161,665,823,124,1
162,332,675,117,1.25
163,551,400,25,1.5
164,142,783,85,1.75
165,409,367,23,2
166,310,778,86,1
167,646,463,25,1.25
168,576,530,27,1.5
169,544,407,22,1.75
170,231,851,89,2
171,592,354,23,1
172,485,284,27,1.25
173,506,387,23,1.5
174,549,766,118,1.75
175,475,1000,121,2
176,310,710,93,1
177,296,673,116,1.25
178,577,419,22,1.5
179,231,685,121,1.75
180,224,765,86,2
181,590,371,22,1
182,297,633,121,1.25
183,169,863,93,1.5
184,258,814,91,1.75
185,564,906,127,2
186,538,946,127,1
187,345,649,123,1.25
188,513,428,21,1.5
189,575,946,119,1.75
190,510,988,123,2
191,505,983,119,1
192,488,796,119,1.25
193,512,824,123,1.5
194,309,632,89,1.75
195,569,356,25,2
196,430,322,12,1
197,903,146,0,1.25
198,80,873,18,1.5
199,690,650,18,1.75
200,0,985,0,2
201,999,648,6,1
202,287,944,0,1.25
203,9,165,24,1.5
204,436,84,12,1.75
205,640,14,12,2
206,380,704,12,1
207,632,894,24,1.25
208,160,216,0,1.5
209,307,837,0,1.75
210,10,408,0,2
211,726,176,12,1
212,481,51,0,1.25
213,948,341,0,1.5
214,761,421,0,1.75
215,609,467,0,2
216,506,441,24,1
217,126,310,24,1.25
218,12,368,0,1.5
219,252,839,6,1.75
220,79,980,0,2
221,86,999,18,1
222,689,710,24,1.25
223,67,159,24,1.5
224,380,432,0,1.75
225,544,871,6,2
226,781,551,18,1
227,316,802,0,1.25
228,388,884,0,1.5
229,338,713,18,1.75
230,529,229,0,2
231,789,869,0,1
232,58,675,0,1.25
233,401,920,18,1.5
234,153,438,0,1.75
235,895,746,24,2
236,584,468,6,1
237,618,472,0,1.25
238,682,763,0,1.5
