user_id,x_m,y_m,z_m,demand
1,605,411,58,1
2,643,426,11,1.25
3,719,160,37,1.5
4,545,476,56,1.75
5,691,397,21,2
6,646,365,62,1
7,278,385,58,1.25
8,734,333,19,1.5
9,763,94,39,1.75
10,535,419,61,2
11,621,206,14,1
12,694,309,14,1.25
13,589,485,65,1.5
14,633,316,13,1.75
15,568,433,61,2
16,560,450,56,1
17,553,395,60,1.25
18,730,186,38,1.5
19,493,466,59,1.75
20,672,298,37,2
21,527,471,61,1
22,824,130,32,1.25
23,799,219,40,1.5
24,784,62,37,1.75
25,384,509,58,2
26,506,488,59,1
27,523,402,13,1.25
28,562,349,8,1.5
29,708,273,11,1.75
30,669,432,12,2
31,440,479,62,1
32,449,369,58,1.25
33,610,329,11,1.5
34,692,311,42,1.75
35,721,96,33,2
36,375,496,63,1
37,478,525,61,1.25
38,860,161,39,1.5
39,798,364,5,1.75
40,738,175,36,2
41,729,90,38,1
42,577,435,65,1.25
43,575,304,7,1.5
44,489,403,61,1.75
45,535,234,14,2
46,417,400,56,1
47,487,508,59,1.25
48,661,279,35,1.5
49,672,375,37,1.75
50,506,348,54,2
51,491,464,61,1
52,526,512,58,1.25
53,751,302,36,1.5
54,853,156,39,1.75
55,656,108,35,2
56,430,323,59,1
57,568,350,8,1.25
58,669,386,8,1.5
59,563,315,58,1.75
60,664,408,10,2
61,791,131,35,1
62,525,321,10,1.25
63,737,128,40,1.5
64,827,285,42,1.75
65,561,284,12,2
66,651,253,14,1
67,474,491,56,1.25
68,824,134,39,1.5
69,743,97,40,1.75
70,828,167,36,2
71,682,351,10,1
72,783,224,32,1.25
73,798,179,35,1.5
74,743,205,36,1.75
75,667,288,9,2
76,704,287,41,1
77,616,432,16,1.25
78,749,212,34,1.5
79,763,109,33,1.75
80,617,402,17,2
81,556,277,9,1
82,709,185,31,1.25
83,451,429,62,1.5
84,816,225,38,1.75
85,538,422,59,2
86,537,452,17,1
87,710,224,37,1.25
88,684,212,5,1.5
89,598,450,56,1.75
90,469,410,64,2
91,637,143,44,1
92,667,271,35,1.25
93,585,465,60,1.5
94,674,253,40,1.75
95,810,197,37,2
96,578,385,15,1
97,519,399,60,1.25
98,740,279,39,1.5
99,623,290,20,1.75
100,409,306,59,2
101,823,172,33,1
102,450,310,65,1.25
103,614,363,14,1.5
104,852,127,41,1.75
105,619,355,18,2
106,409,429,56,1
107,557,211,36,1.25
108,521,474,61,1.5
109,597,448,9,1.75
110,608,423,13,2
111,782,264,15,1
112,455,429,62,1.25
113,804,124,37,1.5
114,470,348,11,1.75
115,528,349,9,2
116,737,167,35,1
117,495,424,61,1.25
118,735,302,13,1.5
119,450,375,57,1.75
120,663,360,13,2
121,538,250,60,1
122,531,338,62,1.25
123,612,479,61,1.5
124,491,431,59,1.75
125,470,473,60,2
126,495,433,61,1
127,607,370,10,1.25
128,655,359,16,1.5
129,576,476,63,1.75
130,572,387,62,2
131,414,329,58,1
132,737,381,9,1.25
133,816,272,42,1.5
134,521,398,58,1.75
135,645,417,12,2
136,737,224,33,1
137,782,206,32,1.25
138,768,285,13,1.5
139,595,402,36,1.75
140,478,422,64,2
141,669,288,13,1
142,613,348,61,1.25
143,387,404,66,1.5
144,638,204,14,1.75
145,674,422,16,2
146,761,244,11,1
147,795,231,40,1.25
148,753,340,19,1.5
149,578,210,35,1.75
150,488,304,59,2
151,666,192,37,1
152,488,503,62,1.25
153,359,393,59,1.5
154,607,275,58,1.75
155,619,148,33,2
156,601,333,8,1
157,406,324,62,1.25
158,506,491,12,1.5
159,532,436,56,1.75
160,497,232,9,2
161,663,334,19,1
162,536,458,63,1.25
163,521,364,59,1.5
164,566,464,54,1.75
165,772,366,63,2
166,621,436,13,1
167,599,481,56,1.25
168,525,266,55,1.5
169,700,386,12,1.75
170,669,372,9,2
171,542,415,15,1
172,853,222,37,1.25
173,632,400,63,1.5
174,637,193,33,1.75
175,911,172,35,2
176,520,283,10,1
177,821,191,7,1.25
178,672,266,9,1.5
179,356,481,60,1.75
180,521,498,58,2
181,488,474,57,1
182,577,419,56,1.25
183,448,425,55,1.5
184,516,499,64,1.75
185,410,519,58,2
