user_id,x_m,y_m,z_m,demand
1,313,811,28,1
2,346,538,26,1.25
3,760,478,0,1.5
4,719,783,63,1.75
5,659,643,55,2
6,357,628,24,1
7,578,814,64,1.25
8,295,677,29,1.5
9,712,693,60,1.75
10,680,759,53,2
11,689,438,0,1
12,604,408,0,1.25
13,845,422,0,1.5
14,211,642,27,1.75
15,772,499,0,2
16,590,525,0,1
17,613,632,57,1.25
18,106,720,29,1.5
19,661,202,0,1.75
20,595,592,58,2
21,355,508,24,1
22,713,414,0,1.25
23,762,417,0,1.5
24,819,739,60,1.75
25,369,716,21,2
26,740,856,64,1
27,858,527,0,1.25
28,344,501,16,1.5
29,136,617,26,1.75
30,217,594,23,2
31,753,427,0,1
32,562,744,55,1.25
33,538,809,58,1.5
34,160,611,28,1.75
35,636,617,58,2
36,776,437,0,1
37,719,555,0,1.25
38,802,310,0,1.5
39,519,891,62,1.75
40,192,674,23,2
41,652,723,63,1
42,712,381,0,1.25
43,526,768,58,1.5
44,794,392,0,1.75
45,247,623,26,2
46,664,735,63,1
47,713,362,0,1.25
48,620,522,0,1.5
49,712,564,0,1.75
50,696,713,59,2
51,272,752,22,1
52,514,736,60,1.25
53,541,719,59,1.5
54,703,376,0,1.75
55,792,464,0,2
56,623,366,0,1
57,736,783,59,1.25
58,285,601,19,1.5
59,266,667,25,1.75
60,768,501,0,2
61,538,880,55,1
62,401,475,30,1.25
63,655,483,0,1.5
64,208,731,22,1.75
65,562,739,62,2
66,598,594,0,1
67,725,734,63,1.25
68,661,702,57,1.5
69,510,804,59,1.75
70,316,686,23,2
71,348,563,22,1
72,225,620,22,1.25
73,277,806,23,1.5
74,673,413,0,1.75
75,601,731,62,2
76,206,548,16,1
77,659,447,0,1.25
78,521,894,60,1.5
79,842,69,0,1.75
80,273,255,18,2
81,914,211,6,1
82,189,118,0,1.25
83,347,671,0,1.5
84,348,131,0,1.75
85,384,44,24,2
86,589,964,0,1
87,624,609,0,1.25
88,860,377,0,1.5
89,318,276,12,1.75
90,816,57,0,2
91,205,274,0,1
92,782,625,18,1.25
93,39,974,0,1.5
94,181,660,0,1.75
95,616,569,6,2
96,974,707,0,1
97,276,253,0,1.25
98,163,649,12,1.5
99,423,54,18,1.75
100,221,870,18,2
