user_id,x_m,y_m,z_m,demand
1,329,321,21,1
2,507,609,26,1.25
3,655,631,22,1.5
4,405,738,61,1.75
5,613,683,24,2
6,344,124,93,1
7,753,137,115,1.25
8,335,229,91,1.5
9,320,209,28,1.75
10,543,653,60,2
11,354,730,57,1
12,255,86,23,1.25
13,121,105,86,1.5
14,358,714,56,1.75
15,477,149,0,2
16,236,287,32,1
17,310,223,19,1.25
18,379,207,90,1.5
19,249,47,0,1.75
20,403,194,0,2
21,403,272,0,1
22,694,46,120,1.25
23,306,97,91,1.5
24,659,501,24,1.75
25,554,652,21,2
26,656,617,20,1
27,682,120,121,1.25
28,803,60,114,1.5
29,368,645,62,1.75
30,240,206,88,2
31,390,18,0,1
32,400,130,27,1.25
33,549,542,25,1.5
34,535,771,25,1.75
35,671,309,126,2
36,439,579,58,1
37,382,59,91,1.25
38,368,84,23,1.5
39,651,75,124,1.75
40,697,172,114,2
41,327,64,22,1
42,378,188,91,1.25
43,500,212,0,1.5
44,458,643,53,1.75
45,231,236,22,2
46,631,302,121,1
47,624,721,18,1.25
48,563,748,24,1.5
49,534,769,24,1.75
50,419,195,0,2
51,736,642,22,1
52,680,560,26,1.25
53,652,764,22,1.5
54,261,250,24,1.75
55,658,572,24,2
56,307,37,94,1
57,453,0,0,1.25
58,297,107,0,1.5
59,467,57,0,1.75
60,296,671,62,2
61,453,142,0,1
62,676,0,117,1.25
63,112,336,23,1.5
64,302,274,91,1.75
65,814,100,122,2
66,318,177,87,1
67,757,143,117,1.25
68,388,781,61,1.5
69,234,336,93,1.75
70,243,130,88,2
71,428,105,85,1
72,605,613,20,1.25
73,715,80,125,1.5
74,442,686,56,1.75
75,449,219,0,2
76,184,285,91,1
77,372,212,90,1.25
78,326,319,24,1.5
79,726,203,6,1.75
80,839,419,0,2
81,144,51,0,1
82,117,104,18,1.25
83,598,898,12,1.5
84,702,541,12,1.75
85,943,186,0,2
86,219,366,18,1
87,255,572,6,1.25
88,116,9,12,1.5
89,615,274,0,1.75
90,205,987,12,2
91,1,927,12,1
92,946,34,12,1.25
93,472,71,0,1.5
94,985,983,18,1.75
95,760,756,12,2
96,118,937,24,1
97,579,507,18,1.25
98,756,584,18,1.5
99,970,28,0,1.75
100,571,502,18,2
