user_id,x_m,y_m,z_m,demand
1,717,250,15,1
2,767,691,87,1.25
3,883,304,119,1.5
4,796,199,13,1.75
5,795,210,11,2
6,805,283,117,1
7,805,110,14,1.25
8,817,204,16,1.5
9,730,120,6,1.75
10,826,603,92,2
11,840,247,16,1
12,862,262,20,1.25
13,619,773,27,1.5
14,829,330,119,1.75
15,855,856,96,2
16,864,386,120,1
17,710,333,13,1.25
18,736,275,119,1.5
19,870,568,93,1.75
20,825,855,85,2
21,770,179,122,1
22,733,53,11,1.25
23,885,333,117,1.5
24,820,180,12,1.75
25,773,132,13,2
26,656,862,26,1
27,888,690,85,1.25
28,624,780,31,1.5
29,859,725,95,1.75
30,968,153,13,2
31,852,292,11,1
32,661,704,19,1.25
33,848,293,120,1.5
34,790,213,14,1.75
35,776,776,21,2
36,679,755,29,1
37,939,321,13,1.25
38,865,363,121,1.5
39,573,804,26,1.75
40,20,117,18,2
41,831,242,18,1
42,742,573,6,1.25
43,317,515,0,1.5
44,626,73,0,1.75
45,101,803,12,2
46,429,1000,0,1
47,617,352,12,1.25
48,489,450,18,1.5
49,882,776,18,1.75
50,623,617,0,2
